"Facility_Number","School_Type","School District or Name","County","MMR_Vaccination_Rate","age_group","Facility_Adress"
370472001311,"Public","Oak Grove Elementary","Wake County",0.951,"Kindergarten","10401 Penny Road, Raleigh, NC 27606"
370472003380,"Public","Oakview Elementary","Wake County",0.975,"Kindergarten","11500 Holly Springs New Hill R, Apex, NC 27539"
370472001885,"Public","Olds Elementary","Wake County",0.95,"Kindergarten","204 Dixie Trail, Raleigh, NC 27607"
370472002354,"Public","Olive Chapel Elementary","Wake County",0.994,"Kindergarten","1751 Olive Chapel Road, Apex, NC 27502"
986,"Private","Our Lady of Lourdes Catholic Sch","Wake County",0.884,"Kindergarten",NA
370472003494,"Public","Parkside Elementary","Wake County",0.991,"Kindergarten","332 Parkside Valley Dr, Morrisville, NC 27560"
370472002414,"Public","Partnership Elementary","Wake County",0.974,"Kindergarten","601 Devereux Street, Raleigh, NC 27605"
370040203386,"Charter/Lab","Peak Charter Academy","Wake County",0.932,"Kindergarten","1601 Orchard Villas Ave, Apex, NC 27502"
370041703413,"Charter/Lab","Pine Springs Preparatory Academy","Wake County",0.959,"Kindergarten","220 Rosewood Centre Dr, Holly Springs, NC 27540"
370472003378,"Public","Pleasant Grove Elementary","Wake County",0.977,"Kindergarten","3605 Pleasant Grove Church Rd, Morrisville, NC 27560"
370472000198,"Public","Pleasant Union Elementary","Wake County",0.978,"Kindergarten","1900 Pleasant Union Church Roa, Raleigh, NC 27614"
370472001887,"Public","Poe Elementary","Wake County",0.943,"Kindergarten","400 Peyton St, Raleigh, NC 27610"
370011302553,"Charter/Lab","PreEminent Charter","Wake County",0.935,"Kindergarten","3815 Rock Quarry Road, Raleigh, NC 27610"
370009902496,"Charter/Lab","Quest Academy","Wake County",1,"Kindergarten","10908 Strickland Road, Raleigh, NC 27615"
987,"Private","Raleigh Christian Academy","Wake County",0.857,"Kindergarten",NA
988,"Private","Raleigh School","Wake County",0.933,"Kindergarten",NA
989,"Private","Raleigh SDA School","Wake County",0.929,"Kindergarten",NA
370472002282,"Public","Rand Road Elementary","Wake County",0.914,"Kindergarten","300 Arbor Greene Dr, Garner, NC 27529"
990,"Private","Ravenscroft School","Wake County",0.985,"Kindergarten",NA
370472002491,"Public","Reedy Creek Elementary","Wake County",0.99,"Kindergarten","940 Reedy Creek Road, Cary, NC 27513"
991,"Private","Resurrection Lutheran School","Wake County",0.875,"Kindergarten",NA
370472003238,"Public","Richland Creek Elementary","Wake County",0.972,"Kindergarten","840 Wallridge Drive, Wake Forest, NC 27587"
370472002861,"Public","River Bend Elementary","Wake County",0.918,"Kindergarten","6710 Perry Creek Road, Raleigh, NC 27616"
370472003411,"Public","Rogers Lane Elementary","Wake County",0.961,"Kindergarten","201 North Rogers Lane, Raleigh, NC 27610"
370043303454,"Charter/Lab","Rolesville Charter Academy","Wake County",1,"Kindergarten","908 Eagle Scholars Drive, Rolesville, NC 27571"
370472001890,"Public","Rolesville Elementary","Wake County",0.842,"Kindergarten","307 S Main St, Rolesville, NC 27571"
370472001891,"Public","Root Elementary","Wake County",0.974,"Kindergarten","3202 Northampton Street, Raleigh, NC 27609"
370472002558,"Public","Salem Elementary","Wake County",0.977,"Kindergarten","6116 Old Jenks Road, Apex, NC 27523"
370472002813,"Public","Sanford Creek Elementary","Wake County",0.951,"Kindergarten","701 Granite Falls Blvd, Rolesville, NC 27571"
370472003352,"Public","Scotts Ridge Elementary","Wake County",0.991,"Kindergarten","6601 Apex Barbecue Rd, Apex, NC 27502"
370472001894,"Public","Smith Elementary","Wake County",0.959,"Kindergarten","1101 Maxwell Drive, Raleigh, NC 27603"
370472003490,"Public","Southeast Raleigh Elementary","Wake County",0.965,"Kindergarten","1436 Rock Quarry Rd, Raleigh, NC 27610"
992,"Private","St. David's School","Wake County",0.93,"Kindergarten",NA
993,"Private","St. Mary Magdalene Catholic Sch","Wake County",1,"Kindergarten",NA
994,"Private","St. Michael the Archangel Cath Sch","Wake County",1,"Kindergarten",NA
995,"Private","St. Raphael's Catholic School","Wake County",1,"Kindergarten",NA
996,"Private","St. Timothy's School","Wake County",0.981,"Kindergarten",NA
370472001895,"Public","Stough Elementary","Wake County",0.988,"Kindergarten","4210 Edwards Mill Road, Raleigh, NC 27612"
370472001896,"Public","Swift Creek Elementary","Wake County",0.895,"Kindergarten","5601 Tryon Rd, Raleigh, NC 27606"
370472003028,"Public","Sycamore Creek Elementary","Wake County",0.977,"Kindergarten","10921 Leesville Rd, Raleigh, NC 27613"
997,"Private","Thales Academy - Knightdale","Wake County",0.877,"Kindergarten",NA
998,"Private","Thales Academy of Apex","Wake County",0.972,"Kindergarten",NA
999,"Private","Thales Academy of Cary","Wake County",0.938,"Kindergarten",NA
1000,"Private","Thales Academy of Raleigh","Wake County",1,"Kindergarten",NA
1001,"Private","Thales Academy of Wake Forest","Wake County",0.569,"Kindergarten",NA
370004302358,"Charter/Lab","The Exploris School","Wake County",1,"Kindergarten","401 Hillsborough St., Raleigh, NC 27603"
370048203619,"Charter/Lab","The Math and Science Academy of Apex","Wake County",1,"Kindergarten","3501 Dropseed Dr., Apex, NC 27502"
370472002356,"Public","Timber Drive Elementary","Wake County",0.887,"Kindergarten","1601 Timber Drive, Garner, NC 27529"
370032403259,"Charter/Lab","Triangle Math and Science Academy","Wake County",0.981,"Kindergarten","312 Gregson Dr., Cary, NC 27511"
370472001898,"Public","Vance Elementary","Wake County",0.958,"Kindergarten","8808 Old Stage Rd, Raleigh, NC 27603"
370472001899,"Public","Vandora Springs Elementary","Wake County",0.865,"Kindergarten","1300 Vandora Springs Road, Garner, NC 27529"
1002,"Private","Wake Christian Academy","Wake County",0.894,"Kindergarten",NA
370036403326,"Charter/Lab","Wake Forest Charter Academy","Wake County",0.833,"Kindergarten","1851 Friendship Chapel Rd, Wake Forest, NC 27587"
370472001900,"Public","Wake Forest Elementary","Wake County",0.97,"Kindergarten","406 S Main Street, Wake Forest, NC 27587"
370472002492,"Public","Wakefield Elementary","Wake County",0.833,"Kindergarten","2400 Wakefield Pines Drive, Raleigh, NC 27614"
370472003186,"Public","Walnut Creek Elementary","Wake County",0.644,"Kindergarten","2600 Sunnybrook Rd, Raleigh, NC 27610"
370472001903,"Public","Washington Elementary","Wake County",0.969,"Kindergarten","1000 Fayetteville St, Raleigh, NC 27601"
370472001681,"Public","Weatherstone Elementary","Wake County",0.868,"Kindergarten","1000 Olde Weatherstone Way, Cary, NC 27513"
370472001904,"Public","Wendell Elementary","Wake County",0.947,"Kindergarten","3355 Wendell Blvd, Wendell, NC 27591"
370472000205,"Public","West Lake Elementary","Wake County",0.905,"Kindergarten","4500 West Lake Rd, Apex, NC 27539"
370472001908,"Public","Wilburn Elementary","Wake County",0.901,"Kindergarten","3707 Marsh Creek Rd, Raleigh, NC 27604"
370472002493,"Public","Wildwood Forest Elementary","Wake County",0.988,"Kindergarten","8401 Wildwood Forest Drive, Raleigh, NC 27616"
370472001909,"Public","Wiley Elementary","Wake County",0.742,"Kindergarten","301 St. Mary's Street, Raleigh, NC 27605"
370472001910,"Public","Willow Springs Elementary","Wake County",0.927,"Kindergarten","6800 Dwight Rowland Rd, Willow Spring, NC 27592"
370472001911,"Public","York Elementary","Wake County",1,"Kindergarten","5201 Brookhaven Drive, Raleigh, NC 27612"
370474001916,"Public","Mariam Boyd Elementary","Warren County",0.978,"Kindergarten","203 Cousin Lucy's Lane, Warrenton, NC 27589"
370474001919,"Public","Northside Elementary","Warren County",0.875,"Kindergarten","164 Elementary Ave, Norlina, NC 27563"
370474001921,"Public","Vaughan Elementary","Warren County",1,"Kindergarten","2936 US Hwy 158E, Macon, NC 27551"
370480002190,"Public","Pines Elementary","Washington County",0.928,"Kindergarten","37 East Mill Pond Road, Roper, NC 27970"
370044803510,"Charter/Lab","Pocosin Innovative Charter","Washington County",1,"Kindergarten","500 1st St, Creswell, NC 27928"
370483001934,"Public","Bethel Elementary","Watauga County",0.875,"Kindergarten","138 Bethel School Rd, Sugar Grove, NC 28679"
370483001935,"Public","Blowing Rock Elementary","Watauga County",0.959,"Kindergarten","165 Morris Street, Blowing Rock, NC 28605"
370483001936,"Public","Cove Creek Elementary","Watauga County",0.939,"Kindergarten","930 Vanderpool Rd, Vilas, NC 28692"
1003,"Private","Grace Academy","Watauga County",0.741,"Kindergarten",NA
370483001937,"Public","Green Valley Elementary","Watauga County",1,"Kindergarten","189 Big Hill Road, Boone, NC 28607"
370483001938,"Public","Hardin Park Elementary","Watauga County",0.933,"Kindergarten","361 Jefferson Road, Boone, NC 28607"
370483001939,"Public","Mabel Elementary","Watauga County",0.944,"Kindergarten","404 Mabel School Road, Zionville, NC 28698"
370483001940,"Public","Parkway Elementary","Watauga County",0.982,"Kindergarten","160 Parkway School Dr, Boone, NC 28607"
370013802808,"Charter/Lab","Two Rivers Community School","Watauga County",0.733,"Kindergarten","1018 Archie Carroll Road, Boone, NC 28607"
370483001941,"Public","Valle Crucis Elementary","Watauga County",0.939,"Kindergarten","2998 Broadstone Road, Sugar Grove, NC 28679"
370488001946,"Public","Brogden Primary","Wayne County",0.968,"Kindergarten","2253 Old Mt Olive Hwy, Dudley, NC 28333"
370488001947,"Public","Carver Elementary","Wayne County",0.875,"Kindergarten","400 Old Seven Springs Rd, Mount Olive, NC 28365"
370007402420,"Public","Dillard Academy","Wayne County",0.923,"Kindergarten","504 West Elm Street, Goldsboro, NC 27530"
370488001949,"Public","Eastern Wayne Elementary","Wayne County",0.972,"Kindergarten","1271 New Hope Road, Goldsboro, NC 27534"
1004,"Private","Faith Christian Academy","Wayne County",0.629,"Kindergarten",NA
370488001953,"Public","Fremont STARS Elementary","Wayne County",0.975,"Kindergarten","101 Pine Street, Fremont, NC 27830"
370488001954,"Public","Grantham Elementary","Wayne County",0.989,"Kindergarten","174 Grantham School Rd, Goldsboro, NC 27530"
370488001956,"Public","Meadow Lane Elementary","Wayne County",0.947,"Kindergarten","3500 E Ash Street, Goldsboro, NC 27534"
370488000677,"Public","North Drive Elementary","Wayne County",0.981,"Kindergarten","1108 North Drive, Goldsboro, NC 27530"
370488002319,"Public","Northeast Elementary","Wayne County",1,"Kindergarten","4665 NC Hwy 111 N, Pikeville, NC 27863"
370488002320,"Public","Northwest Elementary","Wayne County",0.982,"Kindergarten","1769 Pikeville/Princeton Hwy, Pikeville, NC 27863"
370488002058,"Public","Rosewood Elementary","Wayne County",0.982,"Kindergarten","126 Charlie Braswell Road, Goldsboro, NC 27530"
370488002498,"Public","Spring Creek Elementary","Wayne County",0.988,"Kindergarten","1050 St John Church Rd, Goldsboro, NC 27534"
1005,"Private","St. Mary Catholic School","Wayne County",0.952,"Kindergarten",NA
1006,"Private","Wayne Christian School","Wayne County",0.862,"Kindergarten",NA
1007,"Private","Wayne Country Day School","Wayne County",0.958,"Kindergarten",NA
370037703321,"Charter/Lab","Wayne Preparatory Academy","Wayne County",1,"Kindergarten","600 Tommy's Road, Goldsboro, NC 27530"
370507903657,"Charter/Lab","Wayne STEM Academy","Wayne County",0.956,"Kindergarten","2950 Summit Road, Goldsboro, NC 27534"
370495001971,"Public","Boomer-Ferguson Elementary School","Wilkes County",0.9,"Kindergarten","556 Boomer-Ferguson Sch Rd, Boomer, NC 28606"
370495001972,"Public","C B Eller Elementary School","Wilkes County",0.973,"Kindergarten","1288 CB Eller School Rd, Elkin, NC 28621"
370495001973,"Public","C C Wright Elementary School","Wilkes County",0.974,"Kindergarten","200 CC Wright School Rd, North Wilkesboro, NC 28659"
1008,"Private","Harvest Time Christian Acad.","Wilkes County",0.364,"Kindergarten",NA
1009,"Private","Millers Creek Christian School","Wilkes County",0.955,"Kindergarten",NA
370495002656,"Public","Millers Creek Elementary School","Wilkes County",0.938,"Kindergarten","4320 North NC Hwy 16, Millers Creek, NC 28651"
370495001977,"Public","Moravian Falls Elementary School","Wilkes County",0.971,"Kindergarten","2001 Moravian Falls Rd, Moravian Falls, NC 28654"
370495001978,"Public","Mount Pleasant Elementary School","Wilkes County",0.974,"Kindergarten","532 Champion Mt Pleasant Rd, Ferguson, NC 28624"
370495001979,"Public","Mountain View Elementary School","Wilkes County",0.962,"Kindergarten","5464 Mountain View Rd, Hays, NC 28635"
370495001980,"Public","Mulberry Elementary School","Wilkes County",1,"Kindergarten","190 Mulberry School Rd, North Wilkesboro, NC 28659"
370495001982,"Public","North Wilkesboro Elementary School","Wilkes County",1,"Kindergarten","200 Flint Hill Rd, North Wilkesboro, NC 28659"
370495001983,"Public","Roaring River Elementary School","Wilkes County",0.947,"Kindergarten","283 White Plains Rd, Roaring River, NC 28669"
370495001984,"Public","Ronda-Clingman Elementary School","Wilkes County",1,"Kindergarten","316 Ronda-Clingman School Rd, Ronda, NC 28670"
370495001985,"Public","Traphill Elementary School","Wilkes County",1,"Kindergarten","9794 Traphill Rd, Traphill, NC 28685"
370495001990,"Public","Wilkesboro Elementary School","Wilkes County",0.965,"Kindergarten","1248 School St, Wilkesboro, NC 28697"
370502001992,"Public","B O Barnes Elementary","Wilson County",0.964,"Kindergarten","1913 Martin L King Parkway, Wilson, NC 27893"
1010,"Private","Community Christian School","Wilson County",0.8,"Kindergarten",NA
370502001995,"Public","Frederick Douglass Elementary","Wilson County",0.903,"Kindergarten","1301 Corbett Ave, Wilson, NC 27893"
1011,"Private","FUMC Weekday School","Wilson County",0.636,"Kindergarten",NA
370502001999,"Public","Gardners Elementary","Wilson County",0.875,"Kindergarten","5404 NC 42 Hwy E, Elm City, NC 27822"
1012,"Private","Greenfield School","Wilson County",1,"Kindergarten",NA
370502003094,"Public","John W Jones Elementary","Wilson County",0.878,"Kindergarten","4028 Highway 42 West, Wilson, NC 27893"
370502002001,"Public","Lee Woodard Elementary","Wilson County",1,"Kindergarten","103 Church St, Black Creek, NC 27813"
370502002002,"Public","Lucama Elementary","Wilson County",0.971,"Kindergarten","6260 Blalock Road, Lucama, NC 27851"
370502002003,"Public","Margaret Hearne Elementary","Wilson County",0.879,"Kindergarten","300 W Gold St, Wilson, NC 27893"
370502002004,"Public","New Hope Elementary","Wilson County",0.949,"Kindergarten","4826 Packhouse Rd, Wilson, NC 27896"
370502002005,"Public","Rock Ridge Elementary","Wilson County",0.917,"Kindergarten","6605 Rock Ridge School Rd, Wilson, NC 27893"
370004902365,"Charter/Lab","Sallie B Howard School","Wilson County",0.98,"Kindergarten","1004 Herring Avenue E, Wilson, NC 27893"
370502002009,"Public","Stantonsburg Elementary","Wilson County",0.929,"Kindergarten","409 S Main St, Stantonsburg, NC 27883"
370502002564,"Public","Vick Elementary","Wilson County",0.679,"Kindergarten","504 N Carroll Street, Wilson, NC 27893"
370502002010,"Public","Vinson-Bynum Elementary","Wilson County",0.731,"Kindergarten","1601 Tarboro St SW, Wilson, NC 27893"
370502002011,"Public","Wells Elementary","Wilson County",0.964,"Kindergarten","1400 Grove St N, Wilson, NC 27893"
1013,"Private","Wilson Christian Academy","Wilson County",0.88,"Kindergarten",NA
370037903323,"Charter/Lab","Wilson Preparatory Academy","Wilson County",1,"Kindergarten","2755 Tilghman Rd N, Wilson, NC 27896"
370504002013,"Public","Boonville Elementary","Yadkin County",0.984,"Kindergarten","232 East Main Street, Boonville, NC 27011"
370504002014,"Public","Courtney Elementary","Yadkin County",0.971,"Kindergarten","2529 Courtney-Huntsville Rd, Yadkinville, NC 27055"
370504002015,"Public","East Bend Elementary","Yadkin County",1,"Kindergarten","205 School Street, East Bend, NC 27018"
370504002016,"Public","Fall Creek Elementary","Yadkin County",0.971,"Kindergarten","2720 Smithtown Rd, East Bend, NC 27018"
370504002214,"Public","Forbush Elementary","Yadkin County",1,"Kindergarten","1400 Bloomtown Rd, East Bend, NC 27018"
370504002019,"Public","Jonesville Elementary","Yadkin County",0.951,"Kindergarten","101 Cedarbrook Rd, Jonesville, NC 28642"
