"County","School","Grade","Total Students Enrolled","DTaP Percent","Polio Percent","MMR Percent","Hep B Percent","Varicella Had Disease Percent","Varicella Percent","Tdap Percent","MCV4 1st Dose Percent","MCV4 16+ 1 Dose Percent","MCV4 2nd Dose 16+ Percent","Medical Exemption Percent","Religious Exemption Percent","Philosophical Exemption Percent","Enrolled Provisionally Percent","Denied Admission Percent","Noncompliant and Attending Percent"
"Carbon","Panther Valley JSHS","7th Grade","129","97.7%","97.7%","98.4%","98.4%","0.0%","98.4%","98.4%","98.4%","","","0.0%","0.8%","0.8%","0.8%","0.0%","0.0%"
"Carbon","Panther Valley JSHS","12th Grade","105","99.0%","99.0%","99.0%","99.0%","0.0%","99.0%","99.0%","","3.8%","95.2%","1.9%","0.0%","1.9%","0.0%","0.0%","1.0%"
"Carbon","Parkside Education Center","Kindergarten","78","91.0%","91.0%","91.0%","91.0%","1.3%","89.7%","","","","","0.0%","6.4%","0.0%","0.0%","0.0%","2.6%"
"Carbon","Penn-Kidder Campus","Kindergarten","44","97.7%","97.7%","97.7%","97.7%","0.0%","97.7%","","","","","0.0%","0.0%","2.3%","0.0%","0.0%","0.0%"
"Carbon","Penn-Kidder Campus","7th Grade","64","81.2%","81.2%","81.2%","81.2%","0.0%","81.2%","81.2%","81.2%","","","3.1%","6.2%","9.4%","0.0%","0.0%","0.0%"
"Carbon","St John Neumann Regional Sch","7th Grade","4","","","","","","","","","","","","","","","",""
"Carbon","Towamensing El Sch","Kindergarten","43","93.0%","93.0%","93.0%","93.0%","0.0%","93.0%","","","","","0.0%","4.7%","2.3%","0.0%","0.0%","0.0%"
"Carbon","Weatherly Area El Sch","Kindergarten","55","100.0%","100.0%","100.0%","100.0%","1.8%","98.2%","","","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Carbon","Weatherly Area MS","7th Grade","59","98.3%","96.6%","96.6%","100.0%","1.7%","94.9%","93.2%","93.2%","","","0.0%","1.7%","6.8%","0.0%","0.0%","0.0%"
"Carbon","Weatherly Area SHS","12th Grade","34","94.1%","94.1%","94.1%","94.1%","0.0%","94.1%","94.1%","","0.0%","94.1%","0.0%","2.9%","2.9%","0.0%","0.0%","0.0%"
"Carbon","Willow Academy","Kindergarten","2","","","","","","","","","","","","","","","",""
"Carbon","Willow Academy","7th Grade","7","","","","","","","","","","","","","","","",""
"Carbon","Willow Academy","12th Grade","14","","","","","","","","","","","","","","","",""
"Centre","Back Road Amish","7th Grade","3","","","","","","","","","","","","","","","",""
"Centre","Bald Eagle Area JSHS","7th Grade","123","97.6%","95.9%","97.6%","95.9%","0.0%","97.6%","94.3%","94.3%","","","0.0%","0.0%","7.3%","0.0%","0.0%","0.0%"
"Centre","Bald Eagle Area JSHS","12th Grade","123","98.4%","97.6%","98.4%","98.4%","0.0%","95.9%","95.9%","","0.0%","87.8%","0.0%","0.0%","11.4%","0.0%","0.0%","0.8%"
"Centre","Bellefonte Area HS","12th Grade","193","97.9%","98.4%","98.4%","97.4%","0.0%","98.4%","97.9%","","0.0%","97.4%","0.5%","1.0%","1.6%","1.0%","0.0%","1.0%"
"Centre","Bellefonte Area MS","7th Grade","189","94.2%","94.2%","94.2%","94.2%","0.5%","93.7%","93.1%","92.6%","","","0.0%","3.2%","1.6%","0.0%","0.0%","2.6%"
"Centre","Bellefonte El Sch","Kindergarten","66","100.0%","100.0%","98.5%","100.0%","0.0%","98.5%","","","","","1.5%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Centre","Benner El Sch","Kindergarten","30","96.7%","96.7%","96.7%","96.7%","0.0%","96.7%","","","","","0.0%","3.3%","0.0%","0.0%","0.0%","0.0%"
"Centre","Bennett Family Center","Kindergarten","20","95.0%","90.0%","95.0%","100.0%","0.0%","95.0%","","","","","0.0%","0.0%","0.0%","0.0%","0.0%","15.0%"
"Centre","Bower Hollow Parochial Sch","7th Grade","5","","","","","","","","","","","","","","","",""
"Centre","Centre County Christian Academy","Kindergarten","15","","","","","","","","","","","","","","","",""
"Centre","Centre County Christian Academy","7th Grade","5","","","","","","","","","","","","","","","",""
"Centre","Centre County Christian Academy","12th Grade","6","","","","","","","","","","","","","","","",""
"Centre","Centre Hall-Potter El Sch","Kindergarten","42","100.0%","90.5%","90.5%","90.5%","0.0%","90.5%","","","","","0.0%","2.4%","7.1%","0.0%","0.0%","0.0%"
"Centre","Centre Learning Community CS","7th Grade","16","","","","","","","","","","","","","","","",""
"Centre","Corl Street El Sch","Kindergarten","38","97.4%","97.4%","97.4%","97.4%","0.0%","97.4%","","","","","0.0%","2.6%","0.0%","0.0%","0.0%","0.0%"
"Centre","Delta HS","12th Grade","38","97.4%","97.4%","97.4%","97.4%","0.0%","97.4%","100.0%","","2.6%","97.4%","0.0%","0.0%","2.6%","0.0%","0.0%","0.0%"
"Centre","Delta MS","7th Grade","45","100.0%","100.0%","100.0%","97.8%","0.0%","100.0%","100.0%","100.0%","","","0.0%","0.0%","2.2%","0.0%","0.0%","0.0%"
"Centre","Easterly Parkway El Sch","Kindergarten","47","95.7%","97.9%","97.9%","97.9%","0.0%","97.9%","","","","","0.0%","0.0%","2.1%","2.1%","0.0%","0.0%"
"Centre","Elk Creek Amish School","7th Grade","1","","","","","","","","","","","","","","","",""
"Centre","Ferguson Twp El Sch","Kindergarten","35","94.3%","94.3%","97.1%","97.1%","0.0%","97.1%","","","","","0.0%","2.9%","0.0%","0.0%","0.0%","2.9%"
"Centre","Grace Prep","12th Grade","17","","","","","","","","","","","","","","","",""
"Centre","Gray's Woods El Sch","Kindergarten","40","97.5%","97.5%","97.5%","97.5%","0.0%","97.5%","","","","","0.0%","0.0%","2.5%","0.0%","0.0%","0.0%"
"Centre","Greenburr Gap Amish School","7th Grade","1","","","","","","","","","","","","","","","",""
"Centre","Howard El Sch","Kindergarten","9","","","","","","","","","","","","","","","",""
"Centre","Hubler Ridge School","7th Grade","5","","","","","","","","","","","","","","","",""
"Centre","Kramer Gap School","7th Grade","3","","","","","","","","","","","","","","","",""
"Centre","Little Nittany Amish Parochial School","7th Grade","2","","","","","","","","","","","","","","","",""
"Centre","Maple Hollow Amish School","7th Grade","3","","","","","","","","","","","","","","","",""
"Centre","Marion-Walker El Sch","Kindergarten","52","98.1%","98.1%","98.1%","98.1%","0.0%","98.1%","","","","","0.0%","0.0%","0.0%","0.0%","0.0%","1.9%"
"Centre","Marsh Creek Parochial School","7th Grade","1","","","","","","","","","","","","","","","",""
"Centre","Merakey Education Center","7th Grade","1","","","","","","","","","","","","","","","",""
"Centre","Merakey Education Center","12th Grade","1","","","","","","","","","","","","","","","",""
"Centre","Middle Road School","7th Grade","3","","","","","","","","","","","","","","","",""
"Centre","Misty Meadow School","7th Grade","3","","","","","","","","","","","","","","","",""
"Centre","Mount Nittany El Sch","Kindergarten","51","96.1%","96.1%","96.1%","98.0%","2.0%","94.1%","","","","","0.0%","0.0%","3.9%","0.0%","0.0%","0.0%"
"Centre","Mount Nittany MS","7th Grade","245","95.9%","95.1%","95.9%","96.3%","0.4%","95.5%","94.7%","93.9%","","","0.8%","3.3%","2.4%","0.0%","0.0%","0.4%"
"Centre","Mountaintop Area El Sch","Kindergarten","19","","","","","","","","","","","","","","","",""
"Centre","New Story","Kindergarten","2","","","","","","","","","","","","","","","",""
"Centre","New Story","7th Grade","4","","","","","","","","","","","","","","","",""
"Centre","Nittany Christian School","Kindergarten","12","","","","","","","","","","","","","","","",""
"Centre","Nittany Christian School","7th Grade","17","","","","","","","","","","","","","","","",""
"Centre","Nittany Ridge School","7th Grade","2","","","","","","","","","","","","","","","",""
"Centre","Nittany Valley CS","Kindergarten","4","","","","","","","","","","","","","","","",""
"Centre","Our Childrens Center","Kindergarten","7","","","","","","","","","","","","","","","",""
"Centre","Our Lady of Victory School","Kindergarten","33","90.9%","87.9%","90.9%","93.9%","3.0%","87.9%","","","","","0.0%","12.1%","0.0%","0.0%","0.0%","0.0%"
"Centre","Our Lady of Victory School","7th Grade","29","96.6%","96.6%","96.6%","96.6%","0.0%","96.6%","96.6%","96.6%","","","0.0%","3.4%","0.0%","0.0%","0.0%","0.0%"
"Centre","Park Forest El Sch","Kindergarten","45","91.1%","91.1%","91.1%","91.1%","0.0%","91.1%","","","","","0.0%","8.9%","0.0%","0.0%","0.0%","0.0%"
"Centre","Park Forest MS","7th Grade","265","93.2%","92.8%","93.2%","93.2%","0.0%","93.2%","92.1%","91.3%","","","1.1%","4.9%","0.8%","1.9%","0.0%","0.0%"
"Centre","Peach Lane Amish School","7th Grade","3","","","","","","","","","","","","","","","",""
"Centre","Penns Valley Area El and Intrmd Sch","Kindergarten","47","97.9%","97.9%","97.9%","97.9%","0.0%","97.9%","","","","","0.0%","2.1%","0.0%","0.0%","0.0%","0.0%"
"Centre","Penns Valley Area JSHS","7th Grade","93","93.5%","93.5%","93.5%","93.5%","0.0%","93.5%","93.5%","92.5%","","","0.0%","0.0%","6.5%","0.0%","0.0%","1.1%"
"Centre","Penns Valley Area JSHS","12th Grade","106","92.5%","92.5%","91.5%","92.5%","0.9%","89.6%","91.5%","","0.0%","90.6%","0.9%","0.9%","4.7%","0.0%","0.0%","3.8%"
"Centre","Penns View Amish School","7th Grade","6","","","","","","","","","","","","","","","",""
"Centre","Pine Meadow Amish School","7th Grade","2","","","","","","","","","","","","","","","",""
"Centre","Pleasant Gap El Sch","Kindergarten","32","96.9%","96.9%","93.8%","96.9%","0.0%","93.8%","","","","","0.0%","6.2%","0.0%","0.0%","0.0%","0.0%"
"Centre","Port Matilda El Sch","Kindergarten","11","","","","","","","","","","","","","","","",""
"Centre","Quarry Road School","7th Grade","1","","","","","","","","","","","","","","","",""
"Centre","Radio Park El Sch","Kindergarten","57","100.0%","100.0%","98.2%","100.0%","0.0%","98.2%","","","","","0.0%","0.0%","1.8%","0.0%","0.0%","0.0%"
"Centre","Round Top Amish School","7th Grade","4","","","","","","","","","","","","","","","",""
"Centre","Shady Meadow School","7th Grade","2","","","","","","","","","","","","","","","",""
"Centre","Soaring Heights School - State College","7th Grade","1","","","","","","","","","","","","","","","",""
"Centre","Spring Bank School","7th Grade","5","","","","","","","","","","","","","","","",""
"Centre","Spring Creek El Sch","Kindergarten","45","100.0%","100.0%","97.8%","100.0%","0.0%","97.8%","","","","","2.2%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Centre","St John Evangelist School","Kindergarten","11","","","","","","","","","","","","","","","",""
"Centre","St Josephs Catholic Academy","12th Grade","26","96.2%","96.2%","96.2%","96.2%","0.0%","96.2%","96.2%","","3.8%","80.8%","0.0%","11.5%","3.8%","0.0%","0.0%","0.0%"
"Centre","State College Area HS","12th Grade","578","97.4%","96.0%","96.9%","96.4%","1.7%","94.5%","98.1%","","1.2%","88.6%","0.5%","1.9%","3.8%","0.0%","0.0%","5.4%"
"Centre","State College Friends School","Kindergarten","11","","","","","","","","","","","","","","","",""
"Centre","State College Friends School","7th Grade","2","","","","","","","","","","","","","","","",""
"Centre","Sunny Meadow Parochial School","7th Grade","5","","","","","","","","","","","","","","","",""
"Centre","Sunny Ridge School","7th Grade","4","","","","","","","","","","","","","","","",""
"Centre","Sunny Side School","7th Grade","1","","","","","","","","","","","","","","","",""
"Centre","Sunset View School - Howard location","7th Grade","2","","","","","","","","","","","","","","","",""
"Centre","Sunset View School - Rebersburg Location","7th Grade","3","","","","","","","","","","","","","","","",""
"Centre","Tabernacle School","7th Grade","2","","","","","","","","","","","","","","","",""
"Centre","Windy Hollow School","7th Grade","2","","","","","","","","","","","","","","","",""
"Centre","Windy Poplars School","7th Grade","2","","","","","","","","","","","","","","","",""
"Centre","Wingate El Sch","Kindergarten","56","94.6%","94.6%","94.6%","96.4%","0.0%","94.6%","","","","","0.0%","0.0%","5.4%","0.0%","0.0%","0.0%"
"Centre","Woodside Amish School","7th Grade","2","","","","","","","","","","","","","","","",""
"Chester","21st Century Cyber CS","7th Grade","45","86.7%","86.7%","84.4%","84.4%","2.2%","84.4%","73.3%","73.3%","","","2.2%","11.1%","4.4%","0.0%","0.0%","11.1%"
"Chester","21st Century Cyber CS","12th Grade","205","93.7%","92.7%","93.7%","94.1%","1.0%","92.7%","93.7%","","28.3%","65.9%","1.0%","5.4%","5.4%","3.4%","0.0%","20.5%"
"Chester","Achievement House CS","7th Grade","29","96.6%","96.6%","96.6%","96.6%","0.0%","96.6%","86.2%","86.2%","","","0.0%","6.9%","3.4%","0.0%","0.0%","6.9%"
"Chester","Achievement House CS","12th Grade","288","95.5%","95.1%","95.5%","95.5%","0.7%","95.5%","92.7%","","3.1%","71.9%","0.0%","4.9%","4.9%","0.0%","0.0%","23.6%"
"Chester","Alliance Christian School","Kindergarten","11","","","","","","","","","","","","","","","",""
"Chester","Alliance Christian School","7th Grade","12","","","","","","","","","","","","","","","",""
"Chester","Alliance Christian School","12th Grade","9","","","","","","","","","","","","","","","",""
"Chester","Assumption Academy","Kindergarten","16","","","","","","","","","","","","","","","",""
"Chester","Assumption BVM School","Kindergarten","26","92.3%","92.3%","92.3%","100.0%","0.0%","92.3%","","","","","0.0%","0.0%","7.7%","0.0%","0.0%","0.0%"
"Chester","Assumption BVM School","7th Grade","25","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","96.0%","96.0%","","","4.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Chester","Avon Grove CS","Kindergarten","183","97.3%","96.7%","96.2%","97.3%","0.0%","96.2%","","","","","0.0%","0.0%","3.8%","0.5%","0.0%","0.0%"
"Chester","Avon Grove CS","7th Grade","153","98.0%","98.0%","98.0%","98.0%","0.0%","97.4%","96.1%","95.4%","","","0.0%","0.0%","4.6%","0.0%","0.0%","0.0%"
"Chester","Avon Grove CS","12th Grade","108","100.0%","97.2%","97.2%","98.1%","0.0%","96.3%","96.3%","","1.9%","94.4%","0.0%","0.0%","3.7%","0.9%","0.0%","0.9%"
"Chester","Avon Grove HS","12th Grade","442","96.2%","95.5%","98.4%","97.7%","4.3%","95.2%","98.9%","","5.9%","93.0%","2.0%","1.8%","1.6%","2.0%","0.0%","2.0%"
"Chester","Avon Grove MS","7th Grade","387","99.0%","99.0%","98.7%","99.0%","1.0%","97.2%","97.7%","97.2%","","","0.0%","1.0%","1.8%","0.3%","0.0%","0.0%"
"Chester","Avon Grove Nazarene Academy","Kindergarten","6","","","","","","","","","","","","","","","",""
"Chester","Beaumont El Sch","Kindergarten","75","97.3%","97.3%","97.3%","98.7%","0.0%","97.3%","","","","","1.3%","0.0%","1.3%","0.0%","0.0%","0.0%"
"Chester","Beaver Creek El Sch","Kindergarten","76","97.4%","97.4%","97.4%","100.0%","0.0%","97.4%","","","","","0.0%","1.3%","1.3%","0.0%","0.0%","0.0%"
"Chester","Bethany Christian School","Kindergarten","8","","","","","","","","","","","","","","","",""
"Chester","Bethany Christian School","7th Grade","6","","","","","","","","","","","","","","","",""
"Chester","Bethany Christian School","12th Grade","1","","","","","","","","","","","","","","","",""
"Chester","Birdell School","7th Grade","1","","","","","","","","","","","","","","","",""
"Chester","Bishop Shanahan High School","12th Grade","232","99.6%","100.0%","100.0%","100.0%","0.4%","99.6%","99.6%","","0.4%","97.4%","0.0%","0.0%","0.0%","0.0%","0.0%","2.6%"
"Chester","Bradford Hgts El Sch","Kindergarten","79","89.9%","89.9%","89.9%","91.1%","0.0%","89.9%","","","","","0.0%","6.3%","2.5%","1.3%","0.0%","1.3%"
"Chester","Brandywine-Wallace El Sch","Kindergarten","75","94.7%","97.3%","97.3%","97.3%","0.0%","96.0%","","","","","0.0%","1.3%","2.7%","2.7%","0.0%","0.0%"
"Chester","Breezewood Amish School","7th Grade","1","","","","","","","","","","","","","","","",""
"Chester","CFS School At Church Farm","12th Grade","35","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","","11.4%","88.6%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Chester","Caln El Sch","Kindergarten","76","73.7%","73.7%","73.7%","73.7%","0.0%","73.7%","","","","","0.0%","0.0%","1.3%","0.0%","0.0%","25.0%"
"Chester","Camphill School","Kindergarten","5","","","","","","","","","","","","","","","",""
"Chester","Camphill School","7th Grade","8","","","","","","","","","","","","","","","",""
"Chester","Camphill School","12th Grade","9","","","","","","","","","","","","","","","",""
"Chester","Chadds Ford El Sch","Kindergarten","40","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","","","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Chester","Charles F Patton MS","7th Grade","281","97.5%","97.2%","96.4%","97.2%","0.0%","96.1%","97.2%","96.8%","","","1.4%","1.8%","0.7%","0.0%","0.0%","0.0%"
"Chester","Charlestown El Sch","Kindergarten","58","100.0%","100.0%","100.0%","100.0%","1.7%","98.3%","","","","","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%"
"Chester","Charlestown Playhouse","Kindergarten","18","","","","","","","","","","","","","","","",""
"Chester","Cherri Knoll School","7th Grade","5","","","","","","","","","","","","","","","",""
"Chester","Chester Co Technical College HS-Brandywine","12th Grade","9","","","","","","","","","","","","","","","",""
"Chester","Chester Co Technical College HS-Pennocks","12th Grade","3","","","","","","","","","","","","","","","",""
"Chester","Chester Co Technical College HS-Pickering","12th Grade","31","93.5%","93.5%","93.5%","93.5%","0.0%","93.5%","93.5%","","9.7%","83.9%","0.0%","0.0%","6.5%","0.0%","0.0%","0.0%"
"Chester","Chesterbrook Academy Elem Sch","Kindergarten","21","81.0%","76.2%","76.2%","81.0%","0.0%","76.2%","","","","","0.0%","9.5%","0.0%","0.0%","0.0%","14.3%"
"Chester","Childrens School of Villanova University","Kindergarten","6","","","","","","","","","","","","","","","",""
"Chester","Christ Memorial Lutheran School","Kindergarten","28","71.4%","71.4%","71.4%","71.4%","0.0%","71.4%","","","","","3.6%","25.0%","0.0%","0.0%","0.0%","0.0%"
"Chester","Chrome View","7th Grade","3","","","","","","","","","","","","","","","",""
"Chester","Coaffroath School","7th Grade","4","","","","","","","","","","","","","","","",""
"Chester","Coatesville Area SHS","12th Grade","458","97.4%","97.8%","97.6%","97.8%","0.4%","96.3%","96.3%","","0.9%","92.6%","0.4%","0.0%","2.6%","3.9%","0.0%","4.6%"
"Chester","Collegium CS","Kindergarten","160","97.5%","97.5%","97.5%","97.5%","0.0%","97.5%","","","","","0.0%","1.9%","1.9%","0.6%","0.0%","0.0%"
"Chester","Collegium CS","7th Grade","200","96.5%","96.5%","96.5%","96.5%","0.5%","96.0%","96.5%","96.5%","","","0.0%","3.5%","0.0%","0.0%","0.0%","0.0%"
"Chester","Collegium CS","12th Grade","132","97.7%","97.7%","97.7%","97.7%","0.8%","97.0%","97.7%","","0.0%","97.7%","0.0%","3.0%","0.0%","0.0%","0.0%","0.0%"
"Chester","Concept School","7th Grade","1","","","","","","","","","","","","","","","",""
"Chester","Concept School","12th Grade","3","","","","","","","","","","","","","","","",""
"Chester","Conestoga SHS","12th Grade","567","98.8%","99.1%","99.3%","99.1%","1.4%","97.2%","98.6%","","0.7%","97.0%","0.9%","2.1%","0.4%","0.4%","0.0%","0.0%"
"Chester","Country Hillside School","7th Grade","4","","","","","","","","","","","","","","","",""
"Chester","Cream School","7th Grade","2","","","","","","","","","","","","","","","",""
"Chester","Delaware County Christian School - Elem","Kindergarten","41","80.5%","80.5%","82.9%","90.2%","0.0%","82.9%","","","","","0.0%","19.5%","0.0%","0.0%","0.0%","4.9%"
"Chester","Delaware Valley Friends School","7th Grade","24","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","95.8%","95.8%","","","0.0%","4.2%","0.0%","0.0%","0.0%","0.0%"
"Chester","Delaware Valley Friends School","12th Grade","33","100.0%","100.0%","100.0%","97.0%","0.0%","97.0%","97.0%","","0.0%","97.0%","0.0%","0.0%","3.0%","0.0%","0.0%","0.0%"
"Chester","Devereux Day Academy","Kindergarten","2","","","","","","","","","","","","","","","",""
"Chester","Devereux Day Academy","7th Grade","1","","","","","","","","","","","","","","","",""
"Chester","Devereux PA CARES School","Kindergarten","8","","","","","","","","","","","","","","","",""
"Chester","Devereux PA CARES School","7th Grade","4","","","","","","","","","","","","","","","",""
"Chester","Devereux PA CARES School","12th Grade","9","","","","","","","","","","","","","","","",""
"Chester","Devereux School for Integrated Learning","7th Grade","11","","","","","","","","","","","","","","","",""
"Chester","Devereux School for Integrated Learning","12th Grade","8","","","","","","","","","","","","","","","",""
"Chester","Devon El Sch","Kindergarten","57","100.0%","100.0%","100.0%","98.2%","0.0%","100.0%","","","","","0.0%","1.8%","0.0%","1.8%","0.0%","0.0%"
"Chester","Devon Preparatory School","7th Grade","21","95.2%","95.2%","95.2%","95.2%","0.0%","95.2%","95.2%","95.2%","","","0.0%","4.8%","0.0%","0.0%","0.0%","0.0%"
"Chester","Devon Preparatory School","12th Grade","60","100.0%","100.0%","100.0%","100.0%","0.0%","98.3%","100.0%","","6.7%","91.7%","1.7%","5.0%","1.7%","0.0%","0.0%","0.0%"
"Chester","Downingtown HS East Campus","12th Grade","433","97.7%","97.9%","98.2%","98.2%","0.7%","97.5%","97.2%","","0.2%","96.5%","0.0%","3.7%","0.9%","0.2%","0.0%","0.0%"
