State,School District or Name,County,Age Group,Old Rate,New Rate,Difference
AZ,BROADMOR ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,94.29,88.2,-6.09
AZ,BRUNSON-LEE ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,95.71,100.0,4.29
AZ,BUCKEYE PRIMARY SCHOOL,MARICOPA,6TH GRADE,94.23,94.1,-0.13
AZ,BUCKEYE PRIMARY SCHOOL,MARICOPA,KINDERGARTEN,94.5,94.6,0.1
AZ,BURK ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,96.43,100.0,3.57
AZ,BURK ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,94.74,88.2,-6.54
AZ,BURKE BASIC SCHOOL,MARICOPA,6TH GRADE,97.53,98.9,1.37
AZ,BURKE BASIC SCHOOL,MARICOPA,KINDERGARTEN,94.78,94.2,-0.58
AZ,C I WAGGONER SCHOOL,MARICOPA,KINDERGARTEN,87.3,87.8,0.5
AZ,C O GREENFIELD SCHOOL,MARICOPA,6TH GRADE,94.62,97.3,2.68
AZ,CACTUS VIEW ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,94.81,93.9,-0.91
AZ,CACTUS VIEW ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,77.03,75.6,-1.43
AZ,CACTUS WREN ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,89.58,100.0,10.42
AZ,CACTUS WREN ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,98.41,96.8,-1.61
AZ,CALIBRE ACADEMY SURPRISE,MARICOPA,6TH GRADE,87.76,94.1,6.34
AZ,CALIBRE ACADEMY SURPRISE,MARICOPA,KINDERGARTEN,79.45,75.0,-4.45
AZ,CAMBRIDGE ACADEMY - MESA CAMPUS,MARICOPA,6TH GRADE,78.95,95.7,16.75
AZ,CAMBRIDGE ACADEMY - MESA CAMPUS,MARICOPA,KINDERGARTEN,76.6,87.0,10.4
AZ,CAMPO BELLO ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,94.38,93.3,-1.08
AZ,CAMPO BELLO ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,84.21,94.1,9.89
AZ,CANDEO SCHOOLS,MARICOPA,KINDERGARTEN,79.73,55.4,-24.33
AZ,CANYON BREEZE ELEMENTARY,MARICOPA,6TH GRADE,98.65,96.5,-2.15
AZ,CANYON BREEZE ELEMENTARY,MARICOPA,KINDERGARTEN,91.67,94.2,2.53
AZ,CANYON ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,100.0,90.3,-9.7
AZ,CANYON ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,82.86,84.4,1.54
AZ,CANYON RIDGE ELEMENTARY,MARICOPA,6TH GRADE,95.73,89.6,-6.13
AZ,CANYON RIDGE ELEMENTARY,MARICOPA,KINDERGARTEN,84.54,88.9,4.36
AZ,CANYON RIM ELEMENTARY,MARICOPA,6TH GRADE,94.55,92.6,-1.95
AZ,CANYON RIM ELEMENTARY,MARICOPA,KINDERGARTEN,82.65,85.0,2.35
AZ,CANYON SPRINGS,MARICOPA,6TH GRADE,90.0,91.1,1.1
AZ,CANYON SPRINGS,MARICOPA,KINDERGARTEN,84.75,81.8,-2.95
AZ,CAROL G. PECK ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,97.44,96.2,-1.24
AZ,CAROL G. PECK ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,91.3,90.6,-0.7
AZ,CAROL RAE RANCH ELEMENTARY,MARICOPA,6TH GRADE,94.62,96.4,1.78
AZ,CAROL RAE RANCH ELEMENTARY,MARICOPA,KINDERGARTEN,90.28,88.7,-1.58
AZ,CARTWRIGHT ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,98.21,100.0,1.79
AZ,CARTWRIGHT ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,89.39,98.5,9.11
AZ,CASA ACADEMY,MARICOPA,6TH GRADE,97.56,94.4,-3.16
AZ,CASA ACADEMY,MARICOPA,KINDERGARTEN,77.97,95.1,17.13
AZ,CATALINA VENTURA SCHOOL,MARICOPA,6TH GRADE,98.35,100.0,1.65
AZ,CATALINA VENTURA SCHOOL,MARICOPA,KINDERGARTEN,98.85,100.0,1.15
AZ,CENTENNIAL ELEMENTARY SCHOOL - GILBERT,MARICOPA,6TH GRADE,99.04,95.7,-3.34
AZ,CENTENNIAL ELEMENTARY SCHOOL - GILBERT,MARICOPA,KINDERGARTEN,87.84,91.1,3.26
AZ,CENTER FOR EDUCATIONAL EXCELLENCE,MARICOPA,6TH GRADE,79.31,96.3,16.99
AZ,CENTER FOR EDUCATIONAL EXCELLENCE,MARICOPA,KINDERGARTEN,89.47,70.8,-18.67
AZ,CENTERRA MIRAGE ELEMENTARY,MARICOPA,6TH GRADE,95.71,95.5,-0.21
AZ,CENTERRA MIRAGE ELEMENTARY,MARICOPA,KINDERGARTEN,98.36,85.9,-12.46
AZ,CESAR E CHAVEZ COMMUNITY SCHOOL,MARICOPA,6TH GRADE,100.0,100.0,0.0
AZ,CESAR E CHAVEZ COMMUNITY SCHOOL,MARICOPA,KINDERGARTEN,100.0,97.4,-2.6
AZ,CHALLENGE CHARTER SCHOOL,MARICOPA,6TH GRADE,93.02,95.9,2.88
AZ,CHALLENGE CHARTER SCHOOL,MARICOPA,KINDERGARTEN,83.87,81.6,-2.27
AZ,CHALLENGER BASIC SCHOOL,MARICOPA,6TH GRADE,89.13,80.5,-8.63
AZ,CHALLENGER BASIC SCHOOL,MARICOPA,KINDERGARTEN,73.81,38.2,-35.61
AZ,CHAMPION CHANDLER,MARICOPA,6TH GRADE,95.56,89.8,-5.76
AZ,CHAMPION CHANDLER,MARICOPA,KINDERGARTEN,83.33,82.1,-1.23
AZ,CHANDLER PREPARATORY ACADEMY,MARICOPA,6TH GRADE,93.55,95.6,2.05
AZ,CHANDLER TRADITIONAL ACADEMY - FREEDOM,MARICOPA,6TH GRADE,98.85,100.0,1.15
AZ,CHANDLER TRADITIONAL ACADEMY - FREEDOM,MARICOPA,KINDERGARTEN,91.21,91.4,0.19
AZ,CHANDLER TRADITIONAL ACADEMY - GOODMAN CAMPUS,MARICOPA,6TH GRADE,97.26,94.7,-2.56
AZ,CHANDLER TRADITIONAL ACADEMY - GOODMAN CAMPUS,MARICOPA,KINDERGARTEN,92.54,92.1,-0.44
AZ,CHANDLER TRADITIONAL ACADEMY - INDEPENDENCE,MARICOPA,6TH GRADE,98.44,95.5,-2.94
AZ,CHANDLER TRADITIONAL ACADEMY - INDEPENDENCE,MARICOPA,KINDERGARTEN,97.35,95.8,-1.55
AZ,CHANDLER TRADITIONAL ACADEMY - LIBERTY CAMPUS,MARICOPA,6TH GRADE,97.65,96.7,-0.95
AZ,CHANDLER TRADITIONAL ACADEMY - LIBERTY CAMPUS,MARICOPA,KINDERGARTEN,98.85,93.0,-5.85
AZ,CHAPARRAL ELEMENTARY SCHOOL-85029,MARICOPA,6TH GRADE,92.73,97.1,4.37
AZ,CHAPARRAL ELEMENTARY SCHOOL-85029,MARICOPA,KINDERGARTEN,96.49,89.3,-7.19
AZ,CHAPARRAL ELEMENTARY SCHOOL-85295,MARICOPA,6TH GRADE,97.56,94.2,-3.36
AZ,CHAPARRAL ELEMENTARY SCHOOL-85295,MARICOPA,KINDERGARTEN,87.36,90.4,3.04
AZ,CHARLES W HARRIS ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,99.08,100.0,0.92
AZ,CHARLES W HARRIS ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,98.82,98.8,-0.02
AZ,CHARLOTTE PATTERSON ELEMENTARY,MARICOPA,6TH GRADE,97.54,95.6,-1.94
AZ,CHARLOTTE PATTERSON ELEMENTARY,MARICOPA,KINDERGARTEN,91.03,90.2,-0.83
AZ,CHEATHAM ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,98.67,94.9,-3.77
AZ,CHEATHAM ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,88.14,87.5,-0.64
AZ,CHEROKEE ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,93.33,89.9,-3.43
AZ,CHEYENNE ELEMENTARY SCHOOL - PEORIA,MARICOPA,6TH GRADE,97.14,96.7,-0.44
AZ,CHEYENNE ELEMENTARY SCHOOL - PEORIA,MARICOPA,KINDERGARTEN,94.12,90.0,-4.12
AZ,CHEYENNE TRADITIONAL ELEMENTARY SCHOOL - SCOTTSDALE,MARICOPA,6TH GRADE,93.75,97.8,4.05
AZ,CHEYENNE TRADITIONAL ELEMENTARY SCHOOL - SCOTTSDALE,MARICOPA,KINDERGARTEN,91.92,85.7,-6.22
AZ,CHOICE LEARNING ACADEMY,MARICOPA,6TH GRADE,99.15,98.0,-1.15
AZ,CHRIST LUTHERAN SCHOOL,MARICOPA,6TH GRADE,89.83,91.5,1.67
AZ,CHRIST LUTHERAN SCHOOL,MARICOPA,KINDERGARTEN,81.67,69.0,-12.67
AZ,CHRIST THE KING CATHOLIC SCHOOL,MARICOPA,6TH GRADE,100.0,100.0,0.0
AZ,CHRIST'S GREENFIELD LUTHERAN SCHOOL,MARICOPA,6TH GRADE,96.0,88.5,-7.5
AZ,CHRIST'S GREENFIELD LUTHERAN SCHOOL,MARICOPA,KINDERGARTEN,72.22,60.3,-11.92
AZ,CIMARRON SPRINGS ELEMENTARY,MARICOPA,6TH GRADE,96.83,94.3,-2.53
AZ,CLARENDON SCHOOL,MARICOPA,6TH GRADE,94.83,87.8,-7.03
AZ,CLOVES C CAMPBELL SR ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,97.67,90.9,-6.77
AZ,CLOVES C CAMPBELL SR ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,92.68,96.4,3.72
AZ,COCHISE ELEMENTARY SCHOOL - SCOTTSDALE,MARICOPA,KINDERGARTEN,90.11,86.6,-3.51
AZ,COCOPAH MIDDLE SCHOOL,MARICOPA,6TH GRADE,93.01,92.3,-0.71
AZ,COLLIER ELEMENTARY SCHOOL - AVONDALE,MARICOPA,6TH GRADE,94.64,94.3,-0.34
AZ,COLLIER ELEMENTARY SCHOOL - AVONDALE,MARICOPA,KINDERGARTEN,96.55,94.3,-2.25
AZ,CONNOLLY MIDDLE SCHOOL,MARICOPA,6TH GRADE,97.67,93.2,-4.47
AZ,CONSTITUTION ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,100.0,95.3,-4.7
AZ,CONSTITUTION ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,95.0,93.5,-1.5
AZ,COPPER CANYON ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,97.14,95.3,-1.84
AZ,COPPER CANYON ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,81.82,88.9,7.08
AZ,COPPER CREEK ELEMENTARY,MARICOPA,6TH GRADE,91.49,96.9,5.41
AZ,COPPER CREEK ELEMENTARY,MARICOPA,KINDERGARTEN,90.36,88.1,-2.26
AZ,COPPER KING ELEMENTARY,MARICOPA,6TH GRADE,95.88,98.9,3.02
AZ,COPPER KING ELEMENTARY,MARICOPA,KINDERGARTEN,85.92,90.9,4.98
AZ,COPPER RIDGE SCHOOL - 85255,MARICOPA,6TH GRADE,92.05,88.5,-3.55
AZ,COPPER RIDGE SCHOOL - 85255,MARICOPA,KINDERGARTEN,75.51,71.4,-4.11
AZ,COPPER TRAILS ELEMENTARY,MARICOPA,6TH GRADE,93.86,95.0,1.14
AZ,COPPER TRAILS ELEMENTARY,MARICOPA,KINDERGARTEN,92.13,88.9,-3.23
AZ,COPPERWOOD SCHOOL,MARICOPA,6TH GRADE,92.86,95.6,2.74
AZ,COPPERWOOD SCHOOL,MARICOPA,KINDERGARTEN,95.24,75.0,-20.24
AZ,CORDOVA ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,100.0,98.6,-1.4
AZ,CORDOVA ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,100.0,100.0,0.0
AZ,CORONADO ELEMENTARY SCHOOL - GILBERT,MARICOPA,6TH GRADE,91.3,90.5,-0.8
AZ,CORONADO ELEMENTARY SCHOOL - GILBERT,MARICOPA,KINDERGARTEN,87.72,77.6,-10.12
AZ,CORTE SIERRA ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,84.85,92.0,7.15
AZ,CORTINA ELEMENTARY,MARICOPA,6TH GRADE,94.92,93.2,-1.72
AZ,CORTINA ELEMENTARY,MARICOPA,KINDERGARTEN,85.53,82.0,-3.53
AZ,COUNTRY GARDENS CHARTER SCHOOL,MARICOPA,6TH GRADE,93.33,81.8,-11.53
AZ,COUNTRY MEADOWS ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,88.0,88.6,0.6
AZ,COUNTRY MEADOWS ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,84.44,81.5,-2.94
AZ,COUNTRY PLACE ELEMENTARY,MARICOPA,6TH GRADE,98.23,95.9,-2.33
AZ,COUNTRY PLACE ELEMENTARY,MARICOPA,KINDERGARTEN,96.3,90.6,-5.7
AZ,COUNTRYSIDE ELEMENTARY,MARICOPA,KINDERGARTEN,91.4,92.7,1.3
AZ,COYOTE HILLS ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,98.86,93.8,-5.06
AZ,COYOTE HILLS ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,90.8,94.1,3.3
AZ,CREATIVE CASTLE PRESCHOOL & PLAYTIME,MARICOPA,KINDERGARTEN,74.47,75.8,1.33
AZ,CREO SCHOOL,MARICOPA,KINDERGARTEN,66.67,10.3,-56.37
AZ,CRISMON ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,100.0,98.2,-1.8
AZ,CRISMON ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,91.84,95.4,3.56
AZ,CROWN CHARTER SCHOOL,MARICOPA,KINDERGARTEN,56.25,38.3,-17.95
AZ,CURRY ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,98.08,88.9,-9.18
AZ,DAVID CROCKETT SCHOOL,MARICOPA,KINDERGARTEN,95.06,70.3,-24.76
AZ,DESERT CANYON ELEMENTARY,MARICOPA,KINDERGARTEN,93.62,95.7,2.08
AZ,DESERT COVE ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,98.39,98.6,0.21
AZ,DESERT COVE ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,82.5,88.9,6.4
AZ,DESERT HARBOR ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,96.59,93.4,-3.19
AZ,DESERT HARBOR ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,85.51,87.3,1.79
AZ,DESERT HEIGHTS ELEMENTARY CHARTER SCHOOL,MARICOPA,KINDERGARTEN,92.0,92.7,0.7
AZ,DESERT HEIGHTS PREPARATORY ACADEMY,MARICOPA,6TH GRADE,94.52,94.9,0.38
AZ,DESERT HORIZON ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,97.7,100.0,2.3
AZ,DESERT HORIZON ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,93.75,94.4,0.65
AZ,DESERT MARIGOLD SCHOOL,MARICOPA,KINDERGARTEN,64.71,40.5,-24.21
AZ,DESERT MEADOWS ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,87.76,90.2,2.44
AZ,DESERT MEADOWS ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,64.2,93.3,29.1
AZ,DESERT MIRAGE ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,97.1,96.3,-0.8
AZ,DESERT MIRAGE ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,90.59,90.9,0.31
AZ,DESERT MOUNTAIN ELEMENTARY - 85142,MARICOPA,6TH GRADE,92.06,95.3,3.24
AZ,DESERT MOUNTAIN ELEMENTARY - 85142,MARICOPA,KINDERGARTEN,92.59,83.3,-9.29
AZ,DESERT MOUNTAIN SCHOOL - 85086,MARICOPA,6TH GRADE,91.23,94.3,3.07
AZ,DESERT MOUNTAIN SCHOOL - 85086,MARICOPA,KINDERGARTEN,82.14,72.4,-9.74
AZ,DESERT OASIS ELEMENTARY SCHOOL-85037,MARICOPA,6TH GRADE,96.25,93.3,-2.95
AZ,DESERT OASIS ELEMENTARY SCHOOL-85037,MARICOPA,KINDERGARTEN,84.75,89.3,4.55
AZ,DESERT OASIS ELEMENTARY SCHOOL-85387,MARICOPA,6TH GRADE,98.61,90.1,-8.51
AZ,DESERT OASIS ELEMENTARY SCHOOL-85387,MARICOPA,KINDERGARTEN,91.43,79.7,-11.73
AZ,DESERT PALMS ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,100.0,95.9,-4.1
AZ,DESERT PALMS ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,85.71,96.8,11.09
AZ,DESERT SAGE ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,96.51,96.7,0.19
AZ,DESERT SAGE ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,95.45,87.3,-8.15
AZ,DESERT SHADOWS ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,91.8,94.6,2.8
AZ,DESERT SHADOWS ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,88.73,86.7,-2.03
AZ,DESERT SPIRIT,MARICOPA,6TH GRADE,100.0,89.7,-10.3
AZ,DESERT SPIRIT,MARICOPA,KINDERGARTEN,98.28,79.2,-19.08
AZ,DESERT STAR SCHOOL,MARICOPA,6TH GRADE,95.45,94.6,-0.85
AZ,DESERT STAR SCHOOL,MARICOPA,KINDERGARTEN,92.45,90.9,-1.55
AZ,DESERT SUN CHILD DEVELOPMENT CENTER,MARICOPA,KINDERGARTEN,82.35,81.5,-0.85
AZ,DESERT SUNSET ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,81.08,86.7,5.62
AZ,DESERT THUNDER SCHOOL,MARICOPA,6TH GRADE,98.99,98.2,-0.79
AZ,DESERT THUNDER SCHOOL,MARICOPA,KINDERGARTEN,90.43,85.9,-4.53
AZ,DESERT TRAILS ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,97.89,98.8,0.91
AZ,DESERT TRAILS ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,91.67,89.3,-2.37
AZ,DESERT VALLEY ELEMENTARY SCHOOL - 85304,MARICOPA,6TH GRADE,98.33,98.0,-0.33
AZ,DESERT VALLEY ELEMENTARY SCHOOL - 85304,MARICOPA,KINDERGARTEN,90.48,88.2,-2.28
AZ,DESERT VIEW ELEMENTARY SCHOOL - PHOENIX,MARICOPA,6TH GRADE,100.0,96.8,-3.2
AZ,DESERT VIEW ELEMENTARY SCHOOL - PHOENIX,MARICOPA,KINDERGARTEN,93.18,95.8,2.62
AZ,DESERT VIEW LEARNING CENTER,MARICOPA,KINDERGARTEN,83.33,95.5,12.17
AZ,DESERT WILLOW ELEMENTARY SCHOOL - CAVE CREEK,MARICOPA,KINDERGARTEN,90.0,92.9,2.9
AZ,DIAMOND CANYON ELEMENTARY,MARICOPA,6TH GRADE,90.0,96.2,6.2
AZ,DIAMOND CANYON ELEMENTARY,MARICOPA,KINDERGARTEN,83.64,71.7,-11.94
AZ,DILWORTH BRINTON ELEMENTARY,MARICOPA,6TH GRADE,97.06,92.1,-4.96
AZ,DILWORTH BRINTON ELEMENTARY,MARICOPA,KINDERGARTEN,85.19,91.4,6.21
AZ,DISCOVERY SCHOOL,MARICOPA,6TH GRADE,93.94,89.7,-4.24
AZ,DISCOVERY SCHOOL,MARICOPA,KINDERGARTEN,80.85,95.6,14.75
AZ,DOS RIOS ELEMENTARY,MARICOPA,6TH GRADE,98.61,96.3,-2.31
AZ,DOS RIOS ELEMENTARY,MARICOPA,KINDERGARTEN,100.0,91.3,-8.7
AZ,DR HOWARD K CONLEY ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,91.36,94.9,3.54
AZ,DR HOWARD K CONLEY ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,92.47,89.5,-2.97
AZ,DR. GARY AND ANNETTE AUXIER ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,94.96,96.0,1.04
AZ,DR. GARY AND ANNETTE AUXIER ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,87.5,69.8,-17.7
AZ,DREAMING SUMMIT ELEMENTARY,MARICOPA,KINDERGARTEN,80.0,85.3,5.3
AZ,DWIGHT PATTERSON ELEMENTARY,MARICOPA,6TH GRADE,97.98,98.0,0.02
AZ,DWIGHT PATTERSON ELEMENTARY,MARICOPA,KINDERGARTEN,91.18,83.9,-7.28
AZ,DYSART MIDDLE SCHOOL,MARICOPA,6TH GRADE,98.76,94.3,-4.46
AZ,EAGLE COLLEGE PREP - MARYVALE,MARICOPA,6TH GRADE,100.0,96.7,-3.3
AZ,EAGLE COLLEGE PREP - MARYVALE,MARICOPA,KINDERGARTEN,100.0,95.7,-4.3
AZ,EAGLE COLLEGE PREP - S MOUNTAIN,MARICOPA,6TH GRADE,96.67,98.0,1.33
AZ,EAGLE COLLEGE PREP - S MOUNTAIN,MARICOPA,KINDERGARTEN,87.72,96.8,9.08
AZ,EAGLE RIDGE ELEMENTARY SCHOOL - PHONEIX,MARICOPA,6TH GRADE,100.0,94.6,-5.4
AZ,EAGLE RIDGE ELEMENTARY SCHOOL - PHONEIX,MARICOPA,KINDERGARTEN,88.24,83.3,-4.94
AZ,ECHO CANYON K-8 - SCOTTSDALE,MARICOPA,6TH GRADE,93.1,100.0,6.9
AZ,ECHO CANYON K-8 - SCOTTSDALE,MARICOPA,KINDERGARTEN,92.86,72.0,-20.86
AZ,ED & VERMA PASTOR ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,93.62,95.9,2.28
AZ,ED & VERMA PASTOR ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,98.0,95.7,-2.3
AZ,EDISON ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,86.9,98.5,11.6
AZ,EDISON ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,95.95,95.4,-0.55
AZ,EDISON SCHOOL OF INNOVATION,MARICOPA,6TH GRADE,91.3,83.9,-7.4
AZ,EDISON SCHOOL OF INNOVATION,MARICOPA,KINDERGARTEN,91.18,75.0,-16.18
AZ,EDUPRIZE SCHOOL - GILBERT,MARICOPA,6TH GRADE,89.51,90.4,0.89
AZ,EDUPRIZE SCHOOL - GILBERT,MARICOPA,KINDERGARTEN,85.59,69.0,-16.59
AZ,EISENHOWER ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,98.55,97.0,-1.55
AZ,EISENHOWER ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,92.16,96.9,4.74
AZ,EL MIRAGE ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,96.58,95.8,-0.78
AZ,EMERSON ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,96.3,99.1,2.8
AZ,EMERSON ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,92.59,91.8,-0.79
AZ,EMPOWER COLLEGE PREP,MARICOPA,6TH GRADE,75.0,97.3,22.3
AZ,EMPOWER COLLEGE PREP,MARICOPA,KINDERGARTEN,66.18,83.3,17.12
AZ,ENCANTO ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,92.31,94.6,2.29
AZ,ENTZ ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,98.53,97.2,-1.33
AZ,ENTZ ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,79.1,78.9,-0.2
AZ,ESPERANZA ELEMENTARY SCHOOL-85009,MARICOPA,KINDERGARTEN,95.24,96.7,1.46
AZ,ESPERANZA ELEMENTARY SCHOOL-85027,MARICOPA,6TH GRADE,100.0,95.6,-4.4
AZ,ESPERANZA ELEMENTARY SCHOOL-85027,MARICOPA,KINDERGARTEN,93.75,85.4,-8.35
AZ,ESTRELLA FOOTHILLS GLOBAL ACADEMY,MARICOPA,6TH GRADE,92.22,93.9,1.68
AZ,ESTRELLA FOOTHILLS GLOBAL ACADEMY,MARICOPA,KINDERGARTEN,87.0,94.0,7.0
AZ,ESTRELLA MOUNTAIN ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,94.64,92.0,-2.64
AZ,ESTRELLA MOUNTAIN ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,87.8,92.0,4.2
AZ,EXCELENCIA SCHOOL,MARICOPA,6TH GRADE,100.0,100.0,0.0
AZ,EXCELENCIA SCHOOL,MARICOPA,KINDERGARTEN,94.44,94.9,0.46
AZ,FAITH MATHER SOSSAMAN ELEMENTARY,MARICOPA,6TH GRADE,90.48,96.6,6.12
AZ,FAITH MATHER SOSSAMAN ELEMENTARY,MARICOPA,KINDERGARTEN,92.25,80.8,-11.45
AZ,FALCON HILL ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,95.24,93.4,-1.84
AZ,FALCON HILL ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,91.18,82.1,-9.08
AZ,FEES MIDDLE SCHOOL,MARICOPA,6TH GRADE,99.48,98.8,-0.68
AZ,FESTIVAL FOOTHILLS ELEMENTARY SCHOOL-85396,MARICOPA,6TH GRADE,100.0,96.3,-3.7
AZ,FIELD ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,96.63,97.5,0.87
AZ,FIELD ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,96.49,100.0,3.51
AZ,FINLEY FARMS ELEMENTARY,MARICOPA,6TH GRADE,93.88,93.1,-0.78
AZ,FINLEY FARMS ELEMENTARY,MARICOPA,KINDERGARTEN,93.75,86.2,-7.55
AZ,FIRESIDE ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,95.87,92.9,-2.97
AZ,FIRESIDE ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,89.77,89.9,0.13
AZ,FLORA THEW ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,92.42,82.3,-10.12
AZ,FOOTHILLS ELEMENTARY SCHOOL-85306,MARICOPA,6TH GRADE,95.24,94.7,-0.54
AZ,FOOTHILLS ELEMENTARY SCHOOL-85306,MARICOPA,KINDERGARTEN,88.24,92.3,4.06
AZ,FOUNTAIN HILLS MIDDLE SCHOOL,MARICOPA,6TH GRADE,89.02,95.1,6.08
AZ,FOWLER ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,96.92,91.8,-5.12
AZ,FRANCES BRANDEN-PICKETT ELEMENTARY,MARICOPA,6TH GRADE,91.86,94.3,2.44
AZ,FRANCES BRANDEN-PICKETT ELEMENTARY,MARICOPA,KINDERGARTEN,86.11,78.6,-7.51
AZ,FRANK BORMAN MIDDLE SCHOOL,MARICOPA,6TH GRADE,98.13,99.2,1.07
AZ,FRANK BORMAN MIDDLE SCHOOL,MARICOPA,KINDERGARTEN,98.84,98.5,-0.34
AZ,FRANK ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,97.33,94.6,-2.73
AZ,FRANKLIN ACCELERATED ACADEMY - DOWNTOWN CAMPUS,MARICOPA,6TH GRADE,95.0,93.0,-2.0
AZ,FRANKLIN ACCELERATED ACADEMY - DOWNTOWN CAMPUS,MARICOPA,KINDERGARTEN,87.27,94.0,6.73
AZ,FRANKLIN ACCELERATED ACADEMY - JORDAN CAMPUS,MARICOPA,6TH GRADE,92.59,100.0,7.41
AZ,FRANKLIN ACCELERATED ACADEMY - JORDAN CAMPUS,MARICOPA,KINDERGARTEN,100.0,96.6,-3.4
AZ,FRANKLIN ELEMENTARY SCHOOL,MARICOPA,6TH GRADE,95.77,96.5,0.73
AZ,FRANKLIN ELEMENTARY SCHOOL,MARICOPA,KINDERGARTEN,93.02,88.1,-4.92
