,Facility Number,School Type,School District or Name,County,MMR Vaccination Rate,Age Group,Facility Address
678,370177000733,Public,Robbinsville Elementary,Graham County,87.4,Kindergarten,"54 Moose Branch Road, Robbinsville, NC 28771"
679,370180000737,Public,Butner-Stem Elementary,Granville County,97.5,Kindergarten,"201 East D St, Butner, NC 27509"
680,370180000738,Public,C. G. Credle Elementary,Granville County,96.3,Kindergarten,"223 College St, Oxford, NC 27565"
681,370033603304,Charter/Lab,Falls Lake Academy,Granville County,93.9,Kindergarten,"1701 East Lyon Station Road, Creedmoor, NC 27522"
682,370180002581,Public,Mount Energy Elementary,Granville County,96.2,Kindergarten,"2652 Hwy 56, Creedmoor, NC 27522"
683,370033803292,Charter/Lab,Oxford Preparatory,Granville County,98.4,Kindergarten,"6041B Landis Rd, Oxford, NC 27565"
684,370180000745,Public,Stovall-Shaw Elementary,Granville County,94.0,Kindergarten,"7696 Hwy 15 N, Stovall, NC 27582"
685,370180003227,Public,Tar River Elementary,Granville County,98.4,Kindergarten,"2642 Philo White Rd, Franklinton, NC 27525"
686,370180000747,Public,West Oxford Elementary,Granville County,93.5,Kindergarten,"412 Ivey Day Rd, Oxford, NC 27565"
687,370180000748,Public,Wilton Elementary,Granville County,100.0,Kindergarten,"2555 Hwy 96, Franklinton, NC 27525"
688,99,Private,Mount Calvary Christian Acad.,Greene County,84.6,Kindergarten,
689,370183000754,Public,Snow Hill Primary,Greene County,98.5,Kindergarten,"502 SE 2nd Street, Snow Hill, NC 28580"
690,370192000814,Public,Alamance Elementary,Guilford County,96.6,Kindergarten,"3600 Williams Dairy Road, Greensboro, NC 27406"
691,370192000817,Public,Allen Jay Elementary,Guilford County,93.7,Kindergarten,"1311 East Springfield Road, High Point, NC 27263"
692,370192000758,Public,Archer Elementary,Guilford County,93.8,Kindergarten,"2610 Four Seasons Boulevard, Greensboro, NC 27407"
693,100,Private,B'nai Shalom Day School,Guilford County,100.0,Kindergarten,
694,370192000760,Public,Bessemer Elementary,Guilford County,96.8,Kindergarten,"918 Huffine Mill Road, Greensboro, NC 27405"
695,370192000761,Public,Bluford Elementary,Guilford County,87.0,Kindergarten,"1901 Tuscaloosa Street, Greensboro, NC 27401"
696,370192000818,Public,Brightwood Elementary,Guilford County,96.1,Kindergarten,"2001 Brightwood School Road, Greensboro, NC 27405"
697,370192002295,Public,Brooks Global Elementary,Guilford County,98.2,Kindergarten,"1215 N Josephine Boyd St., Greensboro, NC 27408"
698,101,Private,Caldwell Academy,Guilford County,100.0,Kindergarten,
699,102,Private,Canterbury School,Guilford County,96.3,Kindergarten,
700,370192000766,Public,Ceasar Cone Elementary,Guilford County,85.9,Kindergarten,"2501 North Church Street, Greensboro, NC 27405"
701,370192000794,Public,Clara J Peck Elementary,Guilford County,100.0,Kindergarten,"1601 West Florida Street, Greensboro, NC 27403"
702,370192000765,Public,Claxton Elementary,Guilford County,89.4,Kindergarten,"3720 Pinetop Road, Greensboro, NC 27410"
703,370192000820,Public,Colfax Elementary,Guilford County,98.9,Kindergarten,"9112 West Market Street, Colfax, NC 27235"
704,370032503265,Charter/Lab,College Prep and Leadership Academy,Guilford County,94.9,Kindergarten,"4201 Furniture Avenue, Jamestown, NC 27282"
705,370032803255,Charter/Lab,Cornerstone Charter Academy-CFA,Guilford County,97.0,Kindergarten,"7800 Airport Center Drive, Greensboro, NC 27409"
706,370192000771,Public,Cyrus P Frazier Elementary,Guilford County,94.3,Kindergarten,"4215 Galway Drive, Greensboro, NC 27406"
707,370192000779,Public,David D Jones Elementary,Guilford County,95.8,Kindergarten,"502 South Street, Greensboro, NC 27406"
708,370192000756,Public,Edwin A Alderman Elementary,Guilford County,96.8,Kindergarten,"4211 Chateau Drive, Greensboro, NC 27407"
709,370192002992,Public,EP Pearce Elementary,Guilford County,97.5,Kindergarten,"2006 Pleasant Ridge Road, Greensboro, NC 27410"
710,370192000769,Public,Erwin Montessori,Guilford County,89.7,Kindergarten,"3600 Williams Dairy Road, Greensboro, NC 27406"
711,370192000954,Public,Fairview Elementary,Guilford County,97.2,Kindergarten,"608 Fairview Street, High Point, NC 27260"
712,103,Private,Faith Christian Academy,Guilford County,100.0,Kindergarten,
713,370192000822,Public,Florence Elementary,Guilford County,97.9,Kindergarten,"7605 Florence School Road, High Point, NC 27265"
714,370040803404,Charter/Lab,Gate City Charter,Guilford County,94.8,Kindergarten,"123 Flemingfield Road, Greensboro, NC 27405"
715,370192000773,Public,General Greene Elementary,Guilford County,100.0,Kindergarten,"1501 Benjamin Parkway, Greensboro, NC 27408"
716,370192003312,Public,George C Simkins Jr Elementary,Guilford County,57.1,Kindergarten,"3511 East Lee St, Greensboro, NC 27406"
717,370192000823,Public,Gibsonville Elementary,Guilford County,95.0,Kindergarten,"401 East Joyner Street, Gibsonville, NC 27249"
718,370192002668,Public,Gillespie Park Elementary,Guilford County,91.9,Kindergarten,"1900 Martin Luther King Jr Dri, Greensboro, NC 27406"
719,370008402454,Charter/Lab,Greensboro Academy,Guilford County,100.0,Kindergarten,"4049 Battleground Ave, Greensboro, NC 27410"
720,104,Private,Greensboro Day School,Guilford County,98.1,Kindergarten,
721,105,Private,Greensboro Montessori School,Guilford County,92.9,Kindergarten,
722,370192003541,Public,Guilford eLearning University Prep,Guilford County,85.7,Kindergarten,"1900 Martin Luther King Drive, Greensboro, NC 27407"
723,370192000825,Public,Guilford Elementary,Guilford County,93.5,Kindergarten,"920 Stage Coach Trail, Greensboro, NC 27410"
724,370012102582,Charter/Lab,Guilford Preparatory Academy,Guilford County,100.0,Kindergarten,"2240 East Cone Blvd, Greensboro, NC 27405"
725,106,Private,High Point Christian Academy,Guilford County,83.1,Kindergarten,
726,107,Private,Hope Academy,Guilford County,92.9,Kindergarten,
727,370192000777,Public,Irving Park Elementary,Guilford County,90.8,Kindergarten,"1310 Sunset Drive, Greensboro, NC 27408"
728,370192000781,Public,James Y Joyner Elementary,Guilford County,90.7,Kindergarten,"3300 Normandy Road, Greensboro, NC 27408"
729,370192000826,Public,Jamestown Elementary,Guilford County,95.7,Kindergarten,"108 Potter Drive, Jamestown, NC 27282"
730,370192002453,Public,Jefferson Elementary,Guilford County,93.8,Kindergarten,"1400 New Garden Road, Greensboro, NC 27410"
731,370192000828,Public,Jesse Wharton Elem,Guilford County,96.0,Kindergarten,"5813 Lake Brandt Road, Greensboro, NC 27455"
732,370192000957,Public,Johnson Street Global Studies,Guilford County,92.7,Kindergarten,"1601 Johnson Street, High Point, NC 27262"
733,370192000958,Public,Kirkman Park Elementary,Guilford County,86.8,Kindergarten,"1101 North Centennial Street, High Point, NC 27262"
734,370192000831,Public,Madison Elementary,Guilford County,90.0,Kindergarten,"3600 Hines Chapel Road, McLeansville, NC 27301"
735,370192000833,Public,Millis Road Elementary,Guilford County,93.4,Kindergarten,"4310 Millis Road, Jamestown, NC 27282"
736,370192000819,Public,Monticello-Brown Summit Elem,Guilford County,96.0,Kindergarten,"5006 NC Highway 150 East, Browns Summit, NC 27214"
737,370192000960,Public,Montlieu Academy of Technology,Guilford County,97.8,Kindergarten,"1105 Montlieu Avenue, High Point, NC 27262"
738,370192000789,Public,Morehead Elementary,Guilford County,96.2,Kindergarten,"4630 Tower Road, Greensboro, NC 27410"
739,370192000791,Public,Murphey Traditional Academy,Guilford County,95.0,Kindergarten,"2306 Ontario Street, Greensboro, NC 27403"
740,370192000839,Public,Nathanael Greene Elementary,Guilford County,95.0,Kindergarten,"2717 NC Highway 62 East, Liberty, NC 27298"
741,108,Private,New Garden Friends School,Guilford County,94.4,Kindergarten,
742,370043503450,Charter/Lab,Next Generation Academy,Guilford County,75.5,Kindergarten,"3740 South Holden Road, Greensboro, NC 27406"
743,370192002990,Public,Northern Guilford Elementary,Guilford County,100.0,Kindergarten,"3801 NC Highway 150 East, Greensboro, NC 27455"
744,370192000962,Public,Northwood Elementary,Guilford County,96.4,Kindergarten,"818 West Lexington Avenue, High Point, NC 27262"
745,370192000963,Public,Oak Hill Elementary,Guilford County,98.1,Kindergarten,"320 Wrightenberry Street, High Point, NC 27260"
746,370192000840,Public,Oak Ridge Elementary,Guilford County,97.9,Kindergarten,"2050 Oak Ridge Road, Oak Ridge, NC 27310"
747,370192000964,Public,Oak View Elementary,Guilford County,96.1,Kindergarten,"614 Oakview Road, High Point, NC 27265"
748,109,Private,Our Lady of Grace Catholic Sch,Guilford County,90.0,Kindergarten,
749,370192000965,Public,Parkview Village Elementary,Guilford County,96.8,Kindergarten,"325 Gordon Street, High Point, NC 27260"
750,370192001865,Public,Pilot Elementary,Guilford County,90.5,Kindergarten,"4701 Chimney Springs Drive, Greensboro, NC 27407"
751,370192000841,Public,Pleasant Garden Elementary,Guilford County,92.6,Kindergarten,"4833 Pleasant Garden Road, Pleasant Garden, NC 27313"
752,370192000843,Public,Rankin Elementary,Guilford County,68.8,Kindergarten,"1501 Spry Street, Greensboro, NC 27405"
753,370192002993,Public,Reedy Fork Elementary,Guilford County,92.8,Kindergarten,"4571 Reedy Fork Parkway, Greensboro, NC 27405"
754,370046303532,Charter/Lab,Revolution Academy,Guilford County,92.6,Kindergarten,"3800 Oak Ridge Rd., Summerfield, NC 27358"
755,370192003243,Public,Ronald E. McNair Elementary,Guilford County,81.7,Kindergarten,"4603 Yanceyville Road, Browns Summit, NC 27214"
756,370192000847,Public,Sedalia Elementary,Guilford County,51.7,Kindergarten,"6120 Burlington Road, Sedalia, NC 27342"
757,370192000848,Public,Sedgefield Elementary,Guilford County,91.5,Kindergarten,"2905 Groometown Road, Greensboro, NC 27407"
758,370192000966,Public,Shadybrook Elementary,Guilford County,95.5,Kindergarten,"503 Shadybrook Rd, High Point, NC 27265"
759,370192000850,Public,Southern Elementary,Guilford County,100.0,Kindergarten,"5720 Drake Road, Greensboro, NC 27406"
760,370192002041,Public,Southwest Elementary,Guilford County,97.4,Kindergarten,"4372 Southwest School Road, High Point, NC 27265"
761,110,Private,St. Pius X Catholic School,Guilford County,97.3,Kindergarten,
762,370192000799,Public,Sternberger Elementary,Guilford County,98.6,Kindergarten,"518 North Holden Road, Greensboro, NC 27410"
763,370192000851,Public,Stokesdale Elementary,Guilford County,92.0,Kindergarten,"8025 US Highway 158, Stokesdale, NC 27357"
764,370034403286,Charter/Lab,Summerfield Charter Academy,Guilford County,95.6,Kindergarten,"5303 Hwy 220 N, Summerfield, NC 27358"
765,370192000852,Public,Summerfield Elementary,Guilford County,95.3,Kindergarten,"7501 Summerfield Road, Summerfield, NC 27358"
766,370047103555,Charter/Lab,Summit Creek Academy,Guilford County,77.6,Kindergarten,"2126 Scott Rd, Browns Summit, NC 27214"
767,370192000853,Public,Sumner Elementary,Guilford County,91.0,Kindergarten,"1915 Harris Drive, Greensboro, NC 27406"
768,111,Private,The Covenant School,Guilford County,90.0,Kindergarten,
769,370042503458,Charter/Lab,The Experiential School of Greensboro,Guilford County,71.4,Kindergarten,"301 S Church St, Greensboro, NC 27401"
770,112,Private,Tri-City Christian Academy,Guilford County,83.3,Kindergarten,
771,370031503031,Charter/Lab,Triad Math and Science Academy,Guilford County,87.5,Kindergarten,"700 Creek Ridge Rd, Greensboro, NC 27406"
772,370192002524,Public,Triangle Lake Montessori Elem,Guilford County,92.1,Kindergarten,"2401 Triangle Lake Road, High Point, NC 27260"
773,370192000854,Public,Union Hill Elementary,Guilford County,100.0,Kindergarten,"3523 Triangle Lake Road, High Point, NC 27260"
774,113,Private,Vandalia Christian School,Guilford County,95.1,Kindergarten,
775,370192000800,Public,Vandalia Elementary,Guilford County,95.6,Kindergarten,"407 East Vandalia Road, Greensboro, NC 27406"
776,370192002583,Public,Waldo C Falkener Sr Elementary,Guilford County,80.9,Kindergarten,"3931 Naco Road, Greensboro, NC 27401"
777,370192000801,Public,Washington Elementary,Guilford County,89.4,Kindergarten,"1110 East Washington Street, Greensboro, NC 27401"
778,114,Private,Wesleyan Christian Academy,Guilford County,87.9,Kindergarten,
779,370192000803,Public,Wiley Accel/Enrichment,Guilford County,100.0,Kindergarten,"600 West Terrell Street, Greensboro, NC 27406"
780,370195000856,Public,Aurelian Springs Institute of Global Lea,Halifax County,95.5,Kindergarten,"10536 Hwy 48, Littleton, NC 27850"
781,370390002115,Public,Belmont Elementary School,Halifax County,93.8,Kindergarten,"1517 Bolling Road, Roanoke Rapids, NC 27870"
782,370195000862,Public,Everetts Elementary S.T.E.M. Academy,Halifax County,96.6,Kindergarten,"4391 Highway 158, Roanoke Rapids, NC 27870"
783,115,Private,Halifax Academy,Halifax County,100.0,Kindergarten,
784,370044503506,Charter/Lab,Hobgood Charter School,Halifax County,97.6,Kindergarten,"201 S Beech St, Hobgood, NC 27843"
785,370195000863,Public,Hollister Elementary Leadership Academy,Halifax County,93.8,Kindergarten,"37432 Hwy 561, Hollister, NC 27844"
786,370195000864,Public,Inborden Elementary S.T.E.A.M. Academy,Halifax County,100.0,Kindergarten,"13587 Hwy 481, Enfield, NC 27823"
787,370037503344,Charter/Lab,KIPP Halifax College Preparatory,Halifax County,92.3,Kindergarten,"9986 Hwy 903, Halifax, NC 27839"
788,370390001565,Public,Manning Elementary School,Halifax County,85.1,Kindergarten,"940 Park Avenue, Roanoke Rapids, NC 27870"
789,370195000867,Public,Pittman Elementary Leadership Academy,Halifax County,87.5,Kindergarten,"25041 Hwy 561, Enfield, NC 27823"
790,370195000859,Public,Scotland Neck Elementary Leadership Acad,Halifax County,100.0,Kindergarten,"901 Junior High School Road, Scotland Neck, NC 27874"
791,116,Private,Victory Christian Academy,Halifax County,81.8,Kindergarten,
792,370489001965,Public,Weldon Elementary Global Academy,Halifax County,93.2,Kindergarten,"805 Washington Ave, Weldon, NC 27890"
793,370045903534,Charter/Lab,Achievement Charter Academy,Harnett County,38.5,Kindergarten,"25 Buttonwood Ct., Fuquay-Varina, NC 27526"
794,370038103322,Charter/Lab,Anderson Creek Academy,Harnett County,90.0,Kindergarten,"4940 Ray Road, Spring Lake, NC 28390"
795,370201000874,Public,Anderson Creek Primary,Harnett County,75.2,Kindergarten,"914 Anderson Creek Sch Rd, Bunnlevel, NC 28323"
796,370201000876,Public,Benhaven Elementary,Harnett County,89.8,Kindergarten,"520 Olive Farm Dr, Sanford, NC 27332"
797,370201000877,Public,Boone Trail Elementary,Harnett County,89.2,Kindergarten,"1425 Adcock Road, Lillington, NC 27546"
798,370201000878,Public,Buies Creek Elementary,Harnett County,98.0,Kindergarten,"340 Main Street, Buies Creek, NC 27506"
799,117,Private,Cape Fear Christian Academy,Harnett County,100.0,Kindergarten,
800,370201000879,Public,Coats Elementary,Harnett County,94.7,Kindergarten,"585 Brick Mill Road, Coats, NC 27521"
801,370201000883,Public,Dunn Elementary,Harnett County,84.9,Kindergarten,"800 W Harnett St, Dunn, NC 28334"
802,370201000881,Public,Erwin Elementary,Harnett County,94.3,Kindergarten,"405 Denim Dr., Erwin, NC 28339"
803,370201002630,Public,Highland Elementary,Harnett County,93.7,Kindergarten,"1915 Buffalo Lake Road, Sanford, NC 27330"
804,370201000885,Public,Johnsonville Elementary,Harnett County,95.1,Kindergarten,"18495 NC HWY 27 West, Cameron, NC 28326"
805,370201003674,Public,LaFayette Elementary,Harnett County,78.1,Kindergarten,"108 Lafayette School Rd, Fuquay-Varina, NC 27526"
806,370201002670,Public,Lillington-Shawtown Elementary,Harnett County,96.5,Kindergarten,"855 Old US 421, Lillington, NC 27546"
807,370201000890,Public,North Harnett Primary,Harnett County,97.2,Kindergarten,"282 N Harnett School Rd, Angier, NC 27501"
808,370201000886,Public,Northwest Harnett Elementary,Harnett County,91.2,Kindergarten,"736 Rollins Road, Fuquay-Varina, NC 27526"
809,370201002995,Public,Overhills Elementary,Harnett County,92.0,Kindergarten,"2626 Ray Road, Spring Lake, NC 28390"
810,370204000579,Public,Bethel Elementary,Haywood County,100.0,Kindergarten,"4700 Old River Road, Canton, NC 28716"
811,370204000899,Public,Clyde Elementary,Haywood County,91.8,Kindergarten,"4182 Old Clyde Road, Clyde, NC 28721"
812,118,Private,Haywood Christian Academy,Haywood County,80.0,Kindergarten,
813,370204000902,Public,Hazelwood Elementary,Haywood County,93.3,Kindergarten,"1111 Plott Creek Road, Waynesville, NC 28786"
814,370204002159,Public,Jonathan Valley Elementary,Haywood County,84.0,Kindergarten,"410 Hall Drive, Waynesville, NC 28785"
815,370204000903,Public,Junaluska Elementary,Haywood County,98.1,Kindergarten,"2238 Asheville Road, Waynesville, NC 28786"
816,370204002160,Public,Meadowbrook Elementary,Haywood County,100.0,Kindergarten,"85 Morningstar Rd, Canton, NC 28716"
817,370204000906,Public,North Canton Elementary,Haywood County,98.3,Kindergarten,"60 Thompson St, Canton, NC 28716"
818,370204000900,Public,Riverbend Elementary,Haywood County,91.9,Kindergarten,"71 Learning Lane, Clyde, NC 28721"
819,370038903358,Charter/Lab,Shining Rock Classical Academy,Haywood County,88.1,Kindergarten,"2150 Russ Avenue, Waynesville, NC 28786"
820,370210002094,Public,Atkinson Elementary,Henderson County,68.2,Kindergarten,"2510 Old Kanuga Road, Hendersonville, NC 28739"
821,370210000927,Public,Bruce Drysdale Elementary,Henderson County,85.2,Kindergarten,"271 Bearcat Blvd., Hendersonville, NC 28792"
822,119,Private,Captain Gilmer Christian School,Henderson County,60.0,Kindergarten,
823,370210002631,Public,Clear Creek Elementary,Henderson County,96.7,Kindergarten,"737 N Clear Creek Road, Hendersonville, NC 28792"
