Facility Number,Facility Address,School Type,School District or Name,County,Age Group,MMR Vaccination Rate
,,,PRAIRIE CROSSING ELEMENTARY SCHOOL,BENTON,K,98.65
,,,BENTON CENTRAL JR-SR HIGH SCHOOL,BENTON,7,97.71
,,,OTTERBEIN ELEMENTARY SCHOOL,BENTON,6,100
,,,PRAIRIE CROSSING ELEMENTARY SCHOOL,BENTON,6,96.47
,,,OTTERBEIN ELEMENTARY SCHOOL,BENTON,1,100
,,,PRAIRIE CROSSING ELEMENTARY SCHOOL,BENTON,1,92.94
,,,BENTON CENTRAL JR-SR HIGH SCHOOL,BENTON,12,97.14
,,,COLUMBUS CHRISTIAN SCHOOL INC,BARTHOLOMEW,12,100
,,,COLUMBUS CHRISTIAN SCHOOL INC,BARTHOLOMEW,6,88.89
,,,WHITE CREEK LUTHERAN SCHOOL,BARTHOLOMEW,6,100
,,,COLUMBUS CHRISTIAN SCHOOL INC,BARTHOLOMEW,7,93.75
,,,WHITE CREEK LUTHERAN SCHOOL,BARTHOLOMEW,7,100
,,,COLUMBUS CHRISTIAN SCHOOL INC,BARTHOLOMEW,K,84.38
,,,ST PAUL LUTHERAN PRESCHOOL,BARTHOLOMEW,K,100
,,,WHITE CREEK LUTHERAN SCHOOL,BARTHOLOMEW,K,100
,,,COLUMBUS CHRISTIAN SCHOOL INC,BARTHOLOMEW,1,97.62
,,,WHITE CREEK LUTHERAN SCHOOL,BARTHOLOMEW,1,91.67
,,,RIVET MIDDLE & HIGH SCHOOL,KNOX,7,100
,,,RIVET MIDDLE & HIGH SCHOOL,KNOX,12,100
,,,CALVARY LUTHERAN SCHOOL,MARION,1,100
,,,CENTRAL CATHOLIC SCHOOL,MARION,1,100
,,,CHRIST THE KING SCHOOL,MARION,1,91.11
,,,HOLY ANGELS CATHOLIC SCHOOL,MARION,1,90
,,,HOLY FAMILY SCHOOL,FLOYD,1,94.87
,,,NATIVITY CATHOLIC SCHOOL,MARION,1,93.33
,,,OUR LADY OF PERPETUAL HELP SCHOOL,FLOYD,1,97.06
,,,POPE JOHN XXIII ELEMENTARY SCHOOL,JEFFERSON,1,97.62
,,,SACRED HEART SCHOOL,CLARK,1,80.95
,,,SAINT AMBROSE SCHOOL,JACKSON,1,100
,,,SAINT BARNABAS SCHOOL,MARION,1,92.31
,,,SAINT CHRISTOPHER SCHOOL,MARION,1,80
,,,SAINT JOAN OF ARC SCHOOL,MARION,1,91.67
,,,SAINT LAWRENCE SCHOOL,MARION,1,92.86
,,,BISHOP CHATARD HIGH SCHOOL,MARION,12,100
,,,CARDINAL RITTER HIGH SCHOOL,MARION,12,98.08
,,,CATHEDRAL HIGH SCHOOL,MARION,12,90.59
,,,OUR LADY OF PROVIDENCE HIGH SCHOOL,CLARK,12,98.73
,,,RONCALLI HIGH SCHOOL,MARION,12,95.51
,,,SCECINA MEMORIAL HIGH SCHOOL,MARION,12,76.53
,,,SETON CATHOLIC HIGH SCHOOL,WAYNE,12,89.47
,,,SHAWE MEMORIAL HIGH SCHOOL,JEFFERSON,12,96.55
,,,SAINT LAWRENCE SCHOOL,DEARBORN,1,84.21
,,,SAINT LOUIS SCHOOL,RIPLEY,1,79.41
,,,SAINT LUKE SCHOOL,MARION,1,94.64
,,,SAINT MALACHY SCHOOL,HENDRICKS,1,86.27
,,,SAINT MARK SCHOOL,MARION,1,93.75
,,,SAINT MARY ELEMENTARY SCHOOL,RUSH,1,100
,,,SAINT MARY SCHOOL,JENNINGS,1,100
,,,SAINT MONICA SCHOOL,MARION,1,94.12
,,,SAINT NICHOLAS SCHOOL,RIPLEY,1,100
,,,SAINT PATRICK SCHOOL,VIGO,1,94.12
,,,SAINT PHILIP NERI SCHOOL,MARION,1,100
,,,SAINT ROCH SCHOOL,MARION,1,87.5
,,,SAINT SIMON THE APOSTLE SCHOOL,MARION,1,98.25
,,,SAINT SUSANNA SCHOOL,HENDRICKS,1,91.84
,,,SS FRANCIS AND CLARE CATHOLIC SCH,JOHNSON,1,100
,,,ST BARTHOLOMEW SCHOOL,BARTHOLOMEW,1,97.22
,,,ST MARY OF-THE-KNOBS CATHOLIC SCH,FLOYD,1,100
,,,ST MICHAEL ST GABRIEL ARCHANGELS SCHOOL,MARION,1,100
,,,SAINT PIUS X SCHOOL,MARION,1,100
,,,CALVARY LUTHERAN SCHOOL,MARION,7,97.3
,,,CARDINAL RITTER HIGH SCHOOL,MARION,7,97.96
,,,CENTRAL CATHOLIC SCHOOL,MARION,7,100
,,,CHRIST THE KING SCHOOL,MARION,7,97.78
,,,HOLY FAMILY SCHOOL,FLOYD,7,91.43
,,,IMMACULATE HEART OF MARY SCHOOL,MARION,7,100
,,,NATIVITY CATHOLIC SCHOOL,MARION,7,93.75
,,,OUR LADY OF PERPETUAL HELP SCHOOL,FLOYD,7,96.3
,,,SACRED HEART SCHOOL,CLARK,7,96
,,,SAINT AMBROSE SCHOOL,JACKSON,7,100
,,,SAINT BARNABAS SCHOOL,MARION,7,100
,,,SAINT JOAN OF ARC SCHOOL,MARION,7,100
,,,SAINT LAWRENCE SCHOOL,MARION,7,100
,,,SAINT LAWRENCE SCHOOL,DEARBORN,7,100
,,,SAINT LOUIS SCHOOL,RIPLEY,7,100
,,,SAINT LUKE SCHOOL,MARION,7,96.23
,,,SAINT MALACHY SCHOOL,HENDRICKS,7,91.89
,,,SAINT MARK SCHOOL,MARION,7,92.45
,,,SAINT MARY SCHOOL,JENNINGS,7,100
,,,SAINT MONICA SCHOOL,MARION,7,100
,,,SAINT NICHOLAS SCHOOL,RIPLEY,7,86.67
,,,SAINT PATRICK SCHOOL,VIGO,7,97.06
,,,SAINT PHILIP NERI SCHOOL,MARION,7,100
,,,SAINT ROCH SCHOOL,MARION,7,100
,,,SAINT SIMON THE APOSTLE SCHOOL,MARION,7,100
,,,SAINT SUSANNA SCHOOL,HENDRICKS,7,95.24
,,,SHAWE MEMORIAL HIGH SCHOOL,JEFFERSON,7,96.15
,,,SS FRANCIS AND CLARE CATHOLIC SCH,JOHNSON,7,97.56
,,,ST BARTHOLOMEW SCHOOL,BARTHOLOMEW,7,97.73
,,,ST MARY OF-THE-KNOBS CATHOLIC SCH,FLOYD,7,100
,,,ST MICHAEL ST GABRIEL ARCHANGELS SCHOOL,MARION,7,100
,,,SAINT PIUS X SCHOOL,MARION,7,93.48
,,,SAINT MONICA SCHOOL,MARION,K,96
,,,SAINT PATRICK SCHOOL,VIGO,K,66.67
,,,SAINT PHILIP NERI SCHOOL,MARION,K,100
,,,SAINT ROCH SCHOOL,MARION,K,96.15
,,,SAINT SIMON THE APOSTLE SCHOOL,MARION,K,98.15
,,,SAINT SUSANNA SCHOOL,HENDRICKS,K,86.49
,,,SS FRANCIS AND CLARE CATHOLIC SCH,JOHNSON,K,84.62
,,,ST BARTHOLOMEW SCHOOL,BARTHOLOMEW,K,89.74
,,,ST MARY OF-THE-KNOBS CATHOLIC SCH,FLOYD,K,96.15
,,,SAINT PIUS X SCHOOL,MARION,K,97.14
,,,CALVARY LUTHERAN SCHOOL,MARION,6,95.35
,,,CENTRAL CATHOLIC SCHOOL,MARION,6,100
,,,CHRIST THE KING SCHOOL,MARION,6,90.91
,,,HOLY ANGELS CATHOLIC SCHOOL,MARION,6,100
,,,HOLY FAMILY SCHOOL,FLOYD,6,100
,,,NATIVITY CATHOLIC SCHOOL,MARION,6,100
,,,OUR LADY OF PERPETUAL HELP SCHOOL,FLOYD,6,100
,,,POPE JOHN XXIII ELEMENTARY SCHOOL,JEFFERSON,6,100
,,,SACRED HEART SCHOOL,CLARK,6,100
,,,SAINT AMBROSE SCHOOL,JACKSON,6,100
,,,SAINT BARNABAS SCHOOL,MARION,6,100
,,,SAINT CHRISTOPHER SCHOOL,MARION,6,85.71
,,,SAINT JOAN OF ARC SCHOOL,MARION,6,100
,,,SAINT LAWRENCE SCHOOL,DEARBORN,6,100
,,,SAINT LAWRENCE SCHOOL,MARION,6,95
,,,SAINT LOUIS SCHOOL,RIPLEY,6,95.65
,,,SAINT LUKE SCHOOL,MARION,6,96.77
,,,SAINT MALACHY SCHOOL,HENDRICKS,6,91.67
,,,SAINT MARK SCHOOL,MARION,6,100
,,,SAINT MARY ELEMENTARY SCHOOL,RUSH,6,100
,,,SAINT MARY SCHOOL,JENNINGS,6,100
,,,SAINT MONICA SCHOOL,MARION,6,100
,,,SAINT NICHOLAS SCHOOL,RIPLEY,6,87.5
,,,SAINT PATRICK SCHOOL,VIGO,6,95
,,,SAINT PHILIP NERI SCHOOL,MARION,6,100
,,,SAINT ROCH SCHOOL,MARION,6,96
,,,SAINT SIMON THE APOSTLE SCHOOL,MARION,6,100
,,,SAINT SUSANNA SCHOOL,HENDRICKS,6,95.65
,,,SETON CATHOLIC INTERMEDIATE SCHOOL,WAYNE,6,91.3
,,,SS FRANCIS AND CLARE CATHOLIC SCH,JOHNSON,6,100
,,,ST BARTHOLOMEW SCHOOL,BARTHOLOMEW,6,100
,,,ST MARY OF-THE-KNOBS CATHOLIC SCH,FLOYD,6,100
,,,ST MICHAEL ST GABRIEL ARCHANGELS SCHOOL,MARION,6,100
,,,SAINT PIUS X SCHOOL,MARION,6,94.23
,,,CALVARY LUTHERAN SCHOOL,MARION,K,100
,,,CENTRAL CATHOLIC SCHOOL,MARION,K,100
,,,CHRIST THE KING SCHOOL,MARION,K,97.37
,,,HOLY ANGELS CATHOLIC SCHOOL,MARION,K,100
,,,HOLY FAMILY SCHOOL,FLOYD,K,62.5
,,,NATIVITY CATHOLIC SCHOOL,MARION,K,50
,,,OUR LADY OF PERPETUAL HELP SCHOOL,FLOYD,K,90.32
,,,POPE JOHN XXIII ELEMENTARY SCHOOL,JEFFERSON,K,94.29
,,,SACRED HEART SCHOOL,CLARK,K,78.57
,,,SAINT AMBROSE SCHOOL,JACKSON,K,100
,,,SAINT BARNABAS SCHOOL,MARION,K,90.91
,,,SAINT CHRISTOPHER SCHOOL,MARION,K,100
,,,SAINT JOAN OF ARC SCHOOL,MARION,K,94.74
,,,SAINT LAWRENCE SCHOOL,MARION,K,87.5
,,,SAINT LAWRENCE SCHOOL,DEARBORN,K,83.33
,,,SAINT LOUIS SCHOOL,RIPLEY,K,88.24
,,,SAINT LUKE SCHOOL,MARION,K,95.16
,,,SAINT MALACHY SCHOOL,HENDRICKS,K,74.07
,,,SAINT MARK SCHOOL,MARION,K,95.08
,,,SAINT MARY ELEMENTARY SCHOOL,RUSH,K,89.47
,,,SAINT MARY SCHOOL,JENNINGS,K,100
,,,ST ANTHONY CATHOLIC SCHOOL,MARION,6,95.65
,,,ST ANTHONY CATHOLIC SCHOOL,MARION,1,100
,,,ST ANTHONY CATHOLIC SCHOOL,MARION,K,100
,,,ST ANTHONY CATHOLIC SCHOOL,MARION,7,100
,,,BLACKFORD JR-SR HIGH SCHOOL,BLACKFORD,12,99.01
,,,BLACKFORD INTERMEDIATE SCHOOL,BLACKFORD,6,98.36
,,,BLACKFORD JR-SR HIGH SCHOOL,BLACKFORD,7,98.04
,,,BLACKFORD PRIMARY SCHOOL,BLACKFORD,K,93
,,,BLACKFORD PRIMARY SCHOOL,BLACKFORD,1,94.64
,,,HOLY ROSARY SCHOOL,VANDERBURGH,6,100
,,,SAINT JAMES SCHOOL,GIBSON,6,95.83
,,,SAINT JOHN THE BAPTIST SCHOOL,WARRICK,6,97.67
,,,HOLY CROSS SCHOOL,GIBSON,K,94.74
,,,HOLY ROSARY SCHOOL,VANDERBURGH,K,88.37
,,,HOLY TRINITY CATHOLIC SCHOOL,DUBOIS,K,90.91
,,,SAINT JAMES SCHOOL,GIBSON,K,94.12
,,,SAINT JOHN THE BAPTIST SCHOOL,WARRICK,K,87.23
,,,MATER DEI HIGH SCHOOL,VANDERBURGH,12,100
,,,REITZ MEMORIAL HIGH SCHOOL,VANDERBURGH,12,96.64
,,,FLAGET ELEMENTARY SCHOOL,KNOX,1,100
,,,HOLY CROSS SCHOOL,GIBSON,1,95.24
,,,HOLY ROSARY SCHOOL,VANDERBURGH,1,92.68
,,,HOLY TRINITY CATHOLIC SCHOOL,DUBOIS,1,91.67
,,,SAINT JAMES SCHOOL,GIBSON,1,100
,,,SAINT JOHN THE BAPTIST SCHOOL,WARRICK,1,85.37
,,,HOLY ROSARY SCHOOL,VANDERBURGH,7,100
,,,SAINT JAMES SCHOOL,GIBSON,7,96.88
,,,SAINT JOHN THE BAPTIST SCHOOL,WARRICK,7,97.56
,,,ST PHILIP SCHOOL,POSEY,7,100
,,,THEA BOWMAN LEADERSHIP ACADEMY,LAKE,12,91.67
,,,THEA BOWMAN LEADERSHIP ACADEMY,LAKE,1,91.11
,,,THEA BOWMAN LEADERSHIP ACADEMY,LAKE,K,90.24
,,,THEA BOWMAN LEADERSHIP ACADEMY,LAKE,7,88.24
,,,THEA BOWMAN LEADERSHIP ACADEMY,LAKE,6,96.97
,,,OPTIONS INDIANA,HAMILTON,6,100
,,,OPTIONS NOBLESVILLE,HAMILTON,6,100
,,,OPTIONS INDIANA,HAMILTON,12,92.73
,,,GRANVILLE WELLS ELEMENTARY SCHOOL,BOONE,6,95
,,,THORNTOWN ELEMENTARY SCHOOL,BOONE,6,98.61
,,,GRANVILLE WELLS ELEMENTARY SCHOOL,BOONE,K,100
,,,THORNTOWN ELEMENTARY SCHOOL,BOONE,K,95.35
,,,WESTERN BOONE JR-SR HIGH SCHOOL,BOONE,12,98.98
,,,WESTERN BOONE JR-SR HIGH SCHOOL,BOONE,7,96.36
,,,GRANVILLE WELLS ELEMENTARY SCHOOL,BOONE,1,100
,,,THORNTOWN ELEMENTARY SCHOOL,BOONE,1,97.56
,,,ASCENSION LUTHERAN CHRISTIAN SCHL,LAKE,K,85.71
,,,EVANSVILLE LUTHERAN SCHOOL,VANDERBURGH,K,91.3
,,,IMMANUEL LUTHERAN SCHOOL,PORTER,K,100
,,,REDEEMER LUTHERAN SCHOOL,HOWARD,K,66.67
,,,SAINT JOHN EV LUTHERAN SCHOOL,MARION,K,100
,,,SAINT JOHN LUTHERAN SCHOOL,LA PORTE,K,91.67
,,,SAINT PETER LUTHERAN SCHOOL,STARKE,K,62.5
,,,TRINITY LUTHERAN SCHOOL,LAKE,K,85.71
,,,ZION LUTHERAN SCHOOL,HANCOCK,K,100
,,,CONCORDIA LUTHERAN HIGH SCHOOL,ALLEN,12,97.89
,,,TRINITY LUTHERAN HIGH SCHOOL,JACKSON,12,100
,,,EVANSVILLE LUTHERAN SCHOOL,VANDERBURGH,7,90.91
,,,IMMANUEL LUTHERAN SCHOOL,PORTER,7,100
,,,LUTHERAN CENTRAL SCHOOL,JACKSON,7,100
,,,REDEEMER LUTHERAN SCHOOL,HOWARD,7,100
,,,SAINT JAMES LUTHERAN SCHOOL,TIPPECANOE,7,100
,,,SAINT JOHN EV LUTHERAN SCHOOL,MARION,7,100
,,,SAINT JOHN LUTHERAN SCHOOL,JACKSON,7,100
,,,SAINT JOHN LUTHERAN SCHOOL,LA PORTE,7,82.35
,,,SAINT PETER LUTHERAN SCHOOL,STARKE,7,76.92
,,,ST PAUL'S LUTHERAN SCHOOL,LAKE,7,100
,,,TRINITY LUTHERAN SCHOOL,LAKE,7,91.67
,,,ZION LUTHERAN SCHOOL,HANCOCK,7,90
,,,EVANSVILLE LUTHERAN SCHOOL,VANDERBURGH,6,100
,,,IMMANUEL LUTHERAN SCHOOL,PORTER,6,96.3
,,,LUTHERAN CENTRAL SCHOOL,JACKSON,6,100
,,,REDEEMER LUTHERAN SCHOOL,HOWARD,6,84.62
,,,SAINT JAMES LUTHERAN SCHOOL,TIPPECANOE,6,93.75
,,,SAINT JOHN EV LUTHERAN SCHOOL,MARION,6,80
,,,SAINT JOHN LUTHERAN SCHOOL,LA PORTE,6,100
,,,SAINT JOHN LUTHERAN SCHOOL,JACKSON,6,100
,,,SAINT PETER LUTHERAN SCHOOL,STARKE,6,100
,,,ST PAUL'S LUTHERAN SCHOOL,LAKE,6,77.78
,,,TRINITY LUTHERAN SCHOOL,LAKE,6,66.67
,,,ZION LUTHERAN SCHOOL,HANCOCK,6,90
,,,EVANSVILLE LUTHERAN SCHOOL,VANDERBURGH,1,94.12
,,,IMMANUEL LUTHERAN SCHOOL,PORTER,1,96.15
,,,LUTHERAN CENTRAL SCHOOL,JACKSON,1,100
,,,REDEEMER LUTHERAN SCHOOL,HOWARD,1,100
,,,SAINT JAMES LUTHERAN SCHOOL,TIPPECANOE,1,83.33
,,,SAINT JOHN EV LUTHERAN SCHOOL,MARION,1,80.95
,,,SAINT JOHN LUTHERAN SCHOOL,JACKSON,1,100
,,,SAINT JOHN LUTHERAN SCHOOL,LA PORTE,1,91.67
,,,SAINT PETER LUTHERAN SCHOOL,STARKE,1,70.59
,,,ST PAUL'S LUTHERAN SCHOOL,LAKE,1,90
,,,TRINITY LUTHERAN SCHOOL,LAKE,1,70.83
,,,ZION LUTHERAN SCHOOL,HANCOCK,1,100
,,,ZIONSVILLE MIDDLE SCHOOL,BOONE,6,99.67
,,,ZIONSVILLE WEST MIDDLE SCHOOL,BOONE,6,98.55
,,,BOONE MEADOW,BOONE,1,100
,,,EAGLE ELEMENTARY SCHOOL,BOONE,1,81.69
,,,STONEGATE ELEMENTARY,BOONE,1,97.1
,,,TRAILSIDE ELEMENTARY SCHOOL,BOONE,1,96.63
,,,UNION ELEMENTARY SCHOOL,BOONE,1,97.01
,,,ZIONSVILLE PLEASANT VIEW ELEM SCH,BOONE,1,95.73
,,,ZIONSVILLE MIDDLE SCHOOL,BOONE,7,98.31
,,,ZIONSVILLE WEST MIDDLE SCHOOL,BOONE,7,99.22
,,,ZIONSVILLE COMMUNITY HIGH SCHOOL,BOONE,12,93.63
,,,BOONE MEADOW,BOONE,K,97.06
,,,EAGLE ELEMENTARY SCHOOL,BOONE,K,90
,,,STONEGATE ELEMENTARY,BOONE,K,95.59
,,,TRAILSIDE ELEMENTARY SCHOOL,BOONE,K,96.7
,,,UNION ELEMENTARY SCHOOL,BOONE,K,95.08
,,,ZIONSVILLE PLEASANT VIEW ELEM SCH,BOONE,K,97.98
,,,EVANSVILLE DAY SCHOOL,VANDERBURGH,12,100
,,,EVANSVILLE DAY SCHOOL,VANDERBURGH,K,87.5
,,,EVANSVILLE DAY SCHOOL,VANDERBURGH,7,90
,,,EVANSVILLE DAY SCHOOL,VANDERBURGH,1,92.31
,,,EVANSVILLE DAY SCHOOL,VANDERBURGH,6,91.3
,,,ANDERSON PREPARATORY ACADEMY,MADISON,7,94.03
,,,ANDERSON PREPARATORY ACADEMY,MADISON,12,100
,,,ANDERSON PREPARATORY ACADEMY,MADISON,K,86.36
,,,ANDERSON PREPARATORY ACADEMY,MADISON,6,94.59
,,,ANDERSON PREPARATORY ACADEMY,MADISON,1,97.62
,,,LEBANON SENIOR HIGH SCHOOL,BOONE,12,99.47
,,,CENTRAL ELEMENTARY SCHOOL,BOONE,1,100
,,,HARNEY ELEMENTARY SCHOOL,BOONE,1,98.53
,,,HATTIE B STOKES ELEMENTARY SCHOOL,BOONE,1,98.28
,,,PERRY WORTH ELEMENTARY SCHOOL,BOONE,1,97.78
,,,CENTRAL ELEMENTARY SCHOOL,BOONE,K,98.04
,,,HARNEY ELEMENTARY SCHOOL,BOONE,K,98.46
,,,HATTIE B STOKES ELEMENTARY SCHOOL,BOONE,K,95.56
,,,PERRY WORTH ELEMENTARY SCHOOL,BOONE,K,95.45
,,,LEBANON MIDDLE SCHOOL,BOONE,6,98.39
,,,LEBANON MIDDLE SCHOOL,BOONE,7,98.48
,,,HELMSBURG ELEMENTARY SCHOOL,BROWN,K,88.24
,,,SPRUNICA ELEMENTARY SCHOOL,BROWN,K,96.15
,,,VAN BUREN ELEMENTARY SCHOOL,BROWN,K,88
,,,BROWN COUNTY MIDDLE SCHOOL,BROWN,6,89.36
,,,BROWN COUNTY MIDDLE SCHOOL,BROWN,7,94.49
,,,HELMSBURG ELEMENTARY SCHOOL,BROWN,1,88
,,,SPRUNICA ELEMENTARY SCHOOL,BROWN,1,91.18
,,,VAN BUREN ELEMENTARY SCHOOL,BROWN,1,100
,,,BROWN COUNTY HIGH SCHOOL,BROWN,12,96.77
,,,CARROLL ELEMENTARY SCHOOL,CARROLL,1,94.87
,,,CARROLL JUNIOR HIGH SCHOOL,CARROLL,7,100
,,,CARROLL ELEMENTARY SCHOOL,CARROLL,6,94.12
,,,CARROLL ELEMENTARY SCHOOL,CARROLL,K,92.96
,,,DELPHI COMMUNITY HIGH SCHOOL,CARROLL,12,97.8
,,,DELPHI COMMUNITY MIDDLE SCHOOL,CARROLL,6,100
,,,DELPHI COMMUNITY MIDDLE SCHOOL,CARROLL,7,100
,,,DELPHI COMMUNITY ELEMENTARY SCHOOL,CARROLL,K,90.41
,,,DELPHI COMMUNITY ELEMENTARY SCHOOL,CARROLL,1,94.74
,,,PIONEER ELEMENTARY SCHOOL,CASS,K,90.38
,,,PIONEER JR-SR HIGH SCHOOL,CASS,12,98.7
,,,PIONEER ELEMENTARY SCHOOL,CASS,1,84.75
,,,PIONEER ELEMENTARY SCHOOL,CASS,6,96.51
,,,PIONEER JR-SR HIGH SCHOOL,CASS,7,98.63
,,,TRI CENTRAL ELEMENTARY,TIPTON,K,92.16
,,,TRI CENTRAL MIDDLE-HIGH SCHOOL,TIPTON,6,90.77
,,,TRI CENTRAL MIDDLE-HIGH SCHOOL,TIPTON,12,91.07
,,,TRI CENTRAL ELEMENTARY,TIPTON,1,92.06
,,,TRI CENTRAL MIDDLE-HIGH SCHOOL,TIPTON,7,92.31
,,,GEO FOCUS ACADEMY,MARION,1,80
,,,GEO FOCUS ACADEMY,MARION,6,85.71
,,,GEO FOCUS ACADEMY,MARION,12,100
,,,GEO FOCUS ACADEMY,MARION,7,70
,,,LOGANSPORT COMMUNITY HIGH SCHOOL,CASS,7,100
,,,LOGANSPORT JUNIOR HIGH SCHOOL,CASS,7,95.86
,,,THE ACADEMY AT LOGANSPORT COMMUNITY SCHOOL,CASS,7,90
,,,LOGANSPORT COMMUNITY HIGH SCHOOL,CASS,12,97.69
,,,THE ACADEMY AT LOGANSPORT COMMUNITY SCHOOL,CASS,12,93.75
,,,COLUMBIA ELEMENTARY SCHOOL,CASS,1,96.67
,,,FAIRVIEW ELEMENTARY SCHOOL,CASS,1,95.56
,,,LANDIS ELEMENTARY SCHOOL,CASS,1,98.8
,,,LOGANSPORT INTERMEDIATE SCHOOL,CASS,6,98.38
,,,THE ACADEMY AT LOGANSPORT COMMUNITY SCHOOL,CASS,6,100
,,,COLUMBIA ELEMENTARY SCHOOL,CASS,K,91.95
,,,FAIRVIEW ELEMENTARY SCHOOL,CASS,K,91.95
,,,LANDIS ELEMENTARY SCHOOL,CASS,K,98.25
,,,CENTRAL LUTHERAN SCHOOL,ALLEN,1,96.88
,,,EMMANUEL ST MICHAEL LUTHERAN SCH,ALLEN,1,87.23
,,,LUTHERAN SOUTH UNITY SCHOOL,ALLEN,1,88.89
,,,SAINT PETER'S LUTHERAN SCHOOL,ALLEN,1,75
,,,ST JOHN-EMMANUEL LUTHERAN SCHOOL,ALLEN,1,100
,,,CENTRAL LUTHERAN SCHOOL,ALLEN,6,97.06
,,,EMMANUEL ST MICHAEL LUTHERAN SCH,ALLEN,6,97.5
,,,LUTHERAN SOUTH UNITY SCHOOL,ALLEN,6,96.15
,,,SAINT PETER'S LUTHERAN SCHOOL,ALLEN,6,82.14
,,,ST JOHN-EMMANUEL LUTHERAN SCHOOL,ALLEN,6,83.33
,,,CENTRAL LUTHERAN SCHOOL,ALLEN,7,96.3
,,,EMMANUEL ST MICHAEL LUTHERAN SCH,ALLEN,7,90.48
,,,LUTHERAN SOUTH UNITY SCHOOL,ALLEN,7,90.48
,,,SAINT PETER'S LUTHERAN SCHOOL,ALLEN,7,100
,,,ST JOHN-EMMANUEL LUTHERAN SCHOOL,ALLEN,7,81.82
,,,BISHOP DWENGER HIGH SCHOOL,ALLEN,12,97.62
,,,CENTRAL LUTHERAN SCHOOL,ALLEN,K,100
,,,EMMANUEL ST MICHAEL LUTHERAN SCH,ALLEN,K,95.45
,,,LUTHERAN SOUTH UNITY SCHOOL,ALLEN,K,73.91
,,,SAINT PETER'S LUTHERAN SCHOOL,ALLEN,K,92.31
,,,ST JOHN-EMMANUEL LUTHERAN SCHOOL,ALLEN,K,75
,,,ST JOHN PAUL II CATHOLIC SCHOOL,CLARK,6,100
,,,ST JOHN PAUL II CATHOLIC SCHOOL,CLARK,K,100
,,,ST JOHN PAUL II CATHOLIC SCHOOL,CLARK,1,100
,,,ST JOHN PAUL II CATHOLIC SCHOOL,CLARK,7,100
,,,OUR LADY OF MT CARMEL SCHOOL,HAMILTON,6,85
,,,SAINT BONIFACE SCHOOL,TIPPECANOE,6,92.11
,,,SAINT LAWRENCE ELEMENTARY SCHOOL,TIPPECANOE,6,100
,,,SAINT LOUIS DE MONTFORT SCHOOL,HAMILTON,6,94.44
,,,SAINT MARIA GORETTI SCHOOL,HAMILTON,6,100
,,,SAINT MARY SCHOOL,MADISON,6,100
,,,SAINT PAUL PARISH SCHOOL,GRANT,6,100
,,,ST. MICHAEL CATHOLIC SCHOOL,DELAWARE,6,100
,,,OUR LADY OF MT CARMEL SCHOOL,HAMILTON,1,94.37
,,,SAINT LAWRENCE ELEMENTARY SCHOOL,TIPPECANOE,1,100
,,,SAINT LOUIS DE MONTFORT SCHOOL,HAMILTON,1,91.07
,,,SAINT MARIA GORETTI SCHOOL,HAMILTON,1,92.16
,,,SAINT MARY CATHEDRAL SCHOOL,TIPPECANOE,1,94.74
,,,SAINT MARY SCHOOL,MADISON,1,100
,,,ST. MICHAEL CATHOLIC SCHOOL,DELAWARE,1,95.24
,,,CENTRAL CATHOLIC JR-SR HIGH SCHOOL,TIPPECANOE,12,95.38
,,,GUERIN CATHOLIC HIGH SCHOOL,HAMILTON,12,93.26
,,,OUR LADY OF MT CARMEL SCHOOL,HAMILTON,K,91.43
,,,SAINT AUGUSTINE SCHOOL,JASPER,K,68.75
,,,SAINT LAWRENCE ELEMENTARY SCHOOL,TIPPECANOE,K,97.06
,,,SAINT LOUIS DE MONTFORT SCHOOL,HAMILTON,K,98.11
,,,SAINT MARIA GORETTI SCHOOL,HAMILTON,K,92
,,,SAINT MARY CATHEDRAL SCHOOL,TIPPECANOE,K,94.59
,,,SAINT MARY SCHOOL,MADISON,K,77.78
,,,ST. MICHAEL CATHOLIC SCHOOL,DELAWARE,K,92.31
,,,CENTRAL CATHOLIC JR-SR HIGH SCHOOL,TIPPECANOE,7,100
,,,OUR LADY OF MT CARMEL SCHOOL,HAMILTON,7,84.62
,,,SAINT LOUIS DE MONTFORT SCHOOL,HAMILTON,7,96.43
,,,SAINT MARIA GORETTI SCHOOL,HAMILTON,7,96.15
,,,SAINT MARY SCHOOL,MADISON,7,90
,,,ST. MICHAEL CATHOLIC SCHOOL,DELAWARE,7,100
,,,CLARKSVILLE ELEMENTARY SCHOOL,CLARK,K,98.21
,,,INDIANA GATEWAY DIGITAL ACADEMY,CLARK,K,76.89
,,,CLARKSVILLE MIDDLE SCHOOL,CLARK,7,98.31
,,,INDIANA GATEWAY DIGITAL ACADEMY,CLARK,7,92.62
,,,CLARKSVILLE MIDDLE SCHOOL,CLARK,6,96.15
,,,INDIANA GATEWAY DIGITAL ACADEMY,CLARK,6,90.43
,,,CLARKSVILLE ELEMENTARY SCHOOL,CLARK,1,94.35
,,,INDIANA GATEWAY DIGITAL ACADEMY,CLARK,1,86.78
,,,CLARKSVILLE SENIOR HIGH SCHOOL,CLARK,12,92.68
,,,INDIANA GATEWAY DIGITAL ACADEMY,CLARK,12,93.6
,,,ANDREAN HIGH SCHOOL,LAKE,12,100
,,,MARQUETTE CATHOLIC HIGH SCHOOL,LA PORTE,12,100
