,Facility Number,School Type,School District or Name,Facility Address,County,MMR Vaccination Rate,Age Group
5340,,Private,GRACE LUTHERAN CDC AND SCHOOL,,MADISON,100.0,Eighth Grade
5341,,Public,HAMPTON COVE ELEMENTARY,,MADISON,92.86,First Grade
5342,,Public,HAMPTON COVE ELEMENTARY,,MADISON,94.83,Second Grade
5343,,Public,HAMPTON COVE ELEMENTARY,,MADISON,95.56,Kindergarten
5344,,Public,HAMPTON COVE ELEMENTARY,,MADISON,97.64,Fourth Grade
5345,,Public,HAMPTON COVE ELEMENTARY,,MADISON,98.21,Third Grade
5346,,Public,HAMPTON COVE ELEMENTARY,,MADISON,99.05,Fifth Grade
5347,,Public,HAMPTON COVE MIDDLE SCHOOL,,MADISON,97.38,Sixth Grade
5348,,Public,HAMPTON COVE MIDDLE SCHOOL,,MADISON,97.41,Eighth Grade
5349,,Public,HAMPTON COVE MIDDLE SCHOOL,,MADISON,97.52,Seventh Grade
5350,,Public,HARVEST ELEMENTARY SCHOOL,,MADISON,96.26,Fifth Grade
5351,,Public,HARVEST ELEMENTARY SCHOOL,,MADISON,97.2,Kindergarten
5352,,Public,HARVEST ELEMENTARY SCHOOL,,MADISON,97.56,First Grade
5353,,Public,HARVEST ELEMENTARY SCHOOL,,MADISON,98.17,Fourth Grade
5354,,Public,HARVEST ELEMENTARY SCHOOL,,MADISON,98.2,Second Grade
5355,,Public,HARVEST ELEMENTARY SCHOOL,,MADISON,100.0,Third Grade
5356,,Public,HAZEL GREEN ELEMENTARY SCHOOL,,MADISON,98.63,Kindergarten
5357,,Public,HAZEL GREEN ELEMENTARY SCHOOL,,MADISON,98.65,Second Grade
5358,,Public,HAZEL GREEN ELEMENTARY SCHOOL,,MADISON,99.29,Third Grade
5359,,Public,HAZEL GREEN ELEMENTARY SCHOOL,,MADISON,99.3,Fifth Grade
5360,,Public,HAZEL GREEN ELEMENTARY SCHOOL,,MADISON,99.32,First Grade
5361,,Public,HAZEL GREEN ELEMENTARY SCHOOL,,MADISON,100.0,Fourth Grade
5362,,Public,HAZEL GREEN HIGH SCHOOL,,MADISON,98.13,Tenth Grade
5363,,Public,HAZEL GREEN HIGH SCHOOL,,MADISON,98.57,Ninth Grade
5364,,Public,HAZEL GREEN HIGH SCHOOL,,MADISON,98.59,Eleventh Grade
5365,,Public,HAZEL GREEN HIGH SCHOOL,,MADISON,99.01,Twelfth Grade
5366,,Public,HERITAGE ELEMENTARY SCHOOL,,MADISON,95.04,First Grade
5367,,Public,HERITAGE ELEMENTARY SCHOOL,,MADISON,95.89,Second Grade
5368,,Public,HERITAGE ELEMENTARY SCHOOL,,MADISON,96.69,Kindergarten
5369,,Public,HERITAGE ELEMENTARY SCHOOL,,MADISON,98.32,Fifth Grade
5370,,Public,HERITAGE ELEMENTARY SCHOOL,,MADISON,98.72,Fourth Grade
5371,,Public,HERITAGE ELEMENTARY SCHOOL,,MADISON,99.33,Third Grade
5372,,Public,HIGHLANDS ELEMENTARY SCHOOL (HUNTSVILLE),,MADISON,89.74,First Grade
5373,,Public,HIGHLANDS ELEMENTARY SCHOOL (HUNTSVILLE),,MADISON,90.0,Second Grade
5374,,Public,HIGHLANDS ELEMENTARY SCHOOL (HUNTSVILLE),,MADISON,90.91,Third Grade
5375,,Public,HIGHLANDS ELEMENTARY SCHOOL (HUNTSVILLE),,MADISON,97.44,Fifth Grade
5376,,Public,HIGHLANDS ELEMENTARY SCHOOL (HUNTSVILLE),,MADISON,97.56,Fourth Grade
5377,,Public,HIGHLANDS ELEMENTARY SCHOOL (HUNTSVILLE),,MADISON,98.15,Kindergarten
5378,,Public,HIGHLANDS ELEMENTARY SCHOOL (HUNTSVILLE),,MADISON,100.0,Sixth Grade
5379,,Private,HOLY FAMILY REGIONAL SCHOOL,,MADISON,100.0,Kindergarten
5380,,Private,HOLY FAMILY REGIONAL SCHOOL,,MADISON,100.0,First Grade
5381,,Private,HOLY FAMILY REGIONAL SCHOOL,,MADISON,100.0,Second Grade
5382,,Private,HOLY FAMILY REGIONAL SCHOOL,,MADISON,100.0,Third Grade
5383,,Private,HOLY FAMILY REGIONAL SCHOOL,,MADISON,100.0,Fourth Grade
5384,,Private,HOLY FAMILY REGIONAL SCHOOL,,MADISON,100.0,Fifth Grade
5385,,Private,HOLY FAMILY REGIONAL SCHOOL,,MADISON,100.0,Sixth Grade
5386,,Private,HOLY FAMILY REGIONAL SCHOOL,,MADISON,100.0,Seventh Grade
5387,,Private,HOLY SPIRIT REGIONAL SCHOOL,,MADISON,87.76,Kindergarten
5388,,Private,HOLY SPIRIT REGIONAL SCHOOL,,MADISON,93.85,First Grade
5389,,Private,HOLY SPIRIT REGIONAL SCHOOL,,MADISON,96.67,Second Grade
5390,,Private,HOLY SPIRIT REGIONAL SCHOOL,,MADISON,97.92,Third Grade
5391,,Private,HOLY SPIRIT REGIONAL SCHOOL,,MADISON,97.92,Fifth Grade
5392,,Private,HOLY SPIRIT REGIONAL SCHOOL,,MADISON,100.0,Fourth Grade
5393,,Private,HOLY SPIRIT REGIONAL SCHOOL,,MADISON,100.0,Sixth Grade
5394,,Private,HOLY SPIRIT REGIONAL SCHOOL,,MADISON,100.0,Seventh Grade
5395,,Private,HOLY SPIRIT REGIONAL SCHOOL,,MADISON,100.0,Eighth Grade
5396,,Public,HORIZON ELEMENTARY SCHOOL,,MADISON,94.44,First Grade
5397,,Public,HORIZON ELEMENTARY SCHOOL,,MADISON,95.28,Third Grade
5398,,Public,HORIZON ELEMENTARY SCHOOL,,MADISON,95.51,Kindergarten
5399,,Public,HORIZON ELEMENTARY SCHOOL,,MADISON,97.67,Second Grade
5400,,Public,HORIZON ELEMENTARY SCHOOL,,MADISON,98.0,Fourth Grade
5401,,Public,HORIZON ELEMENTARY SCHOOL,,MADISON,99.0,Fifth Grade
5402,,Public,HUNTSVILLE HIGH SCHOOL,,MADISON,98.04,Eleventh Grade
5403,,Public,HUNTSVILLE HIGH SCHOOL,,MADISON,98.19,Tenth Grade
5404,,Public,HUNTSVILLE HIGH SCHOOL,,MADISON,98.77,Ninth Grade
5405,,Public,HUNTSVILLE HIGH SCHOOL,,MADISON,99.22,Twelfth Grade
5406,,Public,HUNTSVILLE JUNIOR HIGH SCHOOL,,MADISON,97.58,Seventh Grade
5407,,Public,HUNTSVILLE JUNIOR HIGH SCHOOL,,MADISON,98.48,Eighth Grade
5408,,Private,ISLAMIC ACADEMY OF HUNTSVILLE,,MADISON,100.0,Sixth Grade
5409,,Private,ISLAMIC ACADEMY OF HUNTSVILLE,,MADISON,100.0,Seventh Grade
5410,,Private,ISLAMIC ACADEMY OF HUNTSVILLE,,MADISON,100.0,Eighth Grade
5411,,Public,JAMES CLEMENS HIGH SCHOOL,,MADISON,98.9,Ninth Grade
5412,,Public,JAMES CLEMENS HIGH SCHOOL,,MADISON,99.01,Twelfth Grade
5413,,Public,JAMES CLEMENS HIGH SCHOOL,,MADISON,99.22,Eleventh Grade
5414,,Public,JAMES CLEMENS HIGH SCHOOL,,MADISON,99.23,Tenth Grade
5415,,Public,JAMES DAWSON ELEMENTARY,,MADISON,93.75,Third Grade
5416,,Public,JAMES DAWSON ELEMENTARY,,MADISON,94.29,Second Grade
5417,,Public,JAMES DAWSON ELEMENTARY,,MADISON,94.44,Fifth Grade
5418,,Public,JAMES DAWSON ELEMENTARY,,MADISON,98.0,Sixth Grade
5419,,Public,JAMES DAWSON ELEMENTARY,,MADISON,98.04,Kindergarten
5420,,Public,JAMES DAWSON ELEMENTARY,,MADISON,100.0,First Grade
5421,,Public,JAMES DAWSON ELEMENTARY,,MADISON,100.0,Fourth Grade
5422,,Public,JEMISON HIGH SCHOOL (HUNTSVILLE),,MADISON,93.18,Eleventh Grade
5423,,Public,JEMISON HIGH SCHOOL (HUNTSVILLE),,MADISON,94.83,Twelfth Grade
5424,,Public,JEMISON HIGH SCHOOL (HUNTSVILLE),,MADISON,100.0,Ninth Grade
5425,,Public,JEMISON HIGH SCHOOL (HUNTSVILLE),,MADISON,100.0,Tenth Grade
5426,,Public,JONES VALLEY ELEMENTARY SCHOOL,,MADISON,92.75,Kindergarten
5427,,Public,JONES VALLEY ELEMENTARY SCHOOL,,MADISON,95.16,First Grade
5428,,Public,JONES VALLEY ELEMENTARY SCHOOL,,MADISON,96.0,Second Grade
5429,,Public,JONES VALLEY ELEMENTARY SCHOOL,,MADISON,96.23,Third Grade
5430,,Public,JONES VALLEY ELEMENTARY SCHOOL,,MADISON,97.06,Fifth Grade
5431,,Public,JONES VALLEY ELEMENTARY SCHOOL,,MADISON,100.0,Fourth Grade
5432,,Public,JONES VALLEY ELEMENTARY SCHOOL,,MADISON,100.0,Sixth Grade
5433,,Public,JOURNEY MIDDLE SCHOOL,,MADISON,96.74,Seventh Grade
5434,,Public,JOURNEY MIDDLE SCHOOL,,MADISON,97.04,Eighth Grade
5435,,Public,JOURNEY MIDDLE SCHOOL,,MADISON,98.09,Sixth Grade
5436,,Public,LAKEWOOD ELEMENTARY SCHOOL (HUNTSVI,,MADISON,91.3,First Grade
5437,,Public,LAKEWOOD ELEMENTARY SCHOOL (HUNTSVI,,MADISON,92.86,Fourth Grade
5438,,Public,LAKEWOOD ELEMENTARY SCHOOL (HUNTSVI,,MADISON,94.12,Second Grade
5439,,Public,LAKEWOOD ELEMENTARY SCHOOL (HUNTSVI,,MADISON,94.34,Third Grade
5440,,Public,LAKEWOOD ELEMENTARY SCHOOL (HUNTSVI,,MADISON,97.78,Fifth Grade
5441,,Public,LAKEWOOD ELEMENTARY SCHOOL (HUNTSVI,,MADISON,100.0,Kindergarten
5442,,Public,LAKEWOOD ELEMENTARY SCHOOL (HUNTSVI,,MADISON,100.0,Sixth Grade
5443,,Public,LEE HIGH SCHOOL (HUNTSVILLE),,MADISON,97.61,Eleventh Grade
5444,,Public,LEE HIGH SCHOOL (HUNTSVILLE),,MADISON,97.7,Twelfth Grade
5445,,Public,LEE HIGH SCHOOL (HUNTSVILLE),,MADISON,98.21,Tenth Grade
5446,,Public,LEE HIGH SCHOOL (HUNTSVILLE),,MADISON,99.12,Ninth Grade
5447,,Public,LEGACY ELEMENTARY SCHOOL,,MADISON,93.33,Kindergarten
5448,,Public,LEGACY ELEMENTARY SCHOOL,,MADISON,93.51,First Grade
5449,,Public,LEGACY ELEMENTARY SCHOOL,,MADISON,97.18,Third Grade
5450,,Public,LEGACY ELEMENTARY SCHOOL,,MADISON,98.15,Fourth Grade
5451,,Public,LEGACY ELEMENTARY SCHOOL,,MADISON,98.25,Fifth Grade
5452,,Public,LEGACY ELEMENTARY SCHOOL,,MADISON,98.9,Second Grade
5453,,Public,LIBERTY MIDDLE SCHOOL,,MADISON,98.48,Sixth Grade
5454,,Public,LIBERTY MIDDLE SCHOOL,,MADISON,98.74,Eighth Grade
5455,,Public,LIBERTY MIDDLE SCHOOL,,MADISON,99.16,Seventh Grade
5456,,Public,LOUIS J MORRIS ELEMENTARY,,MADISON,96.3,First Grade
5457,,Public,LOUIS J MORRIS ELEMENTARY,,MADISON,97.18,Fifth Grade
5458,,Public,LOUIS J MORRIS ELEMENTARY,,MADISON,97.33,Fourth Grade
5459,,Public,LOUIS J MORRIS ELEMENTARY,,MADISON,97.4,Third Grade
5460,,Public,LOUIS J MORRIS ELEMENTARY,,MADISON,97.83,Second Grade
5461,,Public,LOUIS J MORRIS ELEMENTARY,,MADISON,97.87,Kindergarten
5462,,Public,LOUIS J MORRIS MIDDLE SCHOOL,,MADISON,98.52,Seventh Grade
5463,,Public,LOUIS J MORRIS MIDDLE SCHOOL,,MADISON,100.0,Sixth Grade
5464,,Public,LOUIS J MORRIS MIDDLE SCHOOL,,MADISON,100.0,Eighth Grade
5465,,Public,LYNN FANNING ELEMENTARY SCHOOL,,MADISON,95.79,First Grade
5466,,Public,LYNN FANNING ELEMENTARY SCHOOL,,MADISON,98.03,Kindergarten
5467,,Public,LYNN FANNING ELEMENTARY SCHOOL,,MADISON,98.08,Second Grade
5468,,Private,MADISON ACADEMY SCHOOL,,MADISON,90.63,First Grade
5469,,Private,MADISON ACADEMY SCHOOL,,MADISON,95.0,Kindergarten
5470,,Private,MADISON ACADEMY SCHOOL,,MADISON,95.08,Eighth Grade
5471,,Private,MADISON ACADEMY SCHOOL,,MADISON,95.71,Fourth Grade
5472,,Private,MADISON ACADEMY SCHOOL,,MADISON,96.77,Second Grade
5473,,Private,MADISON ACADEMY SCHOOL,,MADISON,96.77,Third Grade
5474,,Private,MADISON ACADEMY SCHOOL,,MADISON,96.97,Seventh Grade
5475,,Private,MADISON ACADEMY SCHOOL,,MADISON,97.01,Ninth Grade
5476,,Private,MADISON ACADEMY SCHOOL,,MADISON,97.4,Tenth Grade
5477,,Private,MADISON ACADEMY SCHOOL,,MADISON,97.83,Fifth Grade
5478,,Private,MADISON ACADEMY SCHOOL,,MADISON,98.41,Sixth Grade
5479,,Private,MADISON ACADEMY SCHOOL,,MADISON,98.48,Eleventh Grade
5480,,Private,MADISON ACADEMY SCHOOL,,MADISON,100.0,Twelfth Grade
5481,,Public,MADISON COUNTY ELEMENTARY SCHOOL,,MADISON,83.87,Kindergarten
5482,,Public,MADISON COUNTY ELEMENTARY SCHOOL,,MADISON,91.89,Fourth Grade
5483,,Public,MADISON COUNTY ELEMENTARY SCHOOL,,MADISON,92.5,Second Grade
5484,,Public,MADISON COUNTY ELEMENTARY SCHOOL,,MADISON,94.87,First Grade
5485,,Public,MADISON COUNTY ELEMENTARY SCHOOL,,MADISON,97.67,Fifth Grade
5486,,Public,MADISON COUNTY ELEMENTARY SCHOOL,,MADISON,97.67,Eighth Grade
5487,,Public,MADISON COUNTY ELEMENTARY SCHOOL,,MADISON,98.04,Seventh Grade
5488,,Public,MADISON COUNTY ELEMENTARY SCHOOL,,MADISON,98.11,Third Grade
5489,,Public,MADISON COUNTY ELEMENTARY SCHOOL,,MADISON,100.0,Sixth Grade
5490,,Public,MADISON COUNTY HIGH SCHOOL,,MADISON,98.13,Eleventh Grade
5491,,Public,MADISON COUNTY HIGH SCHOOL,,MADISON,98.43,Twelfth Grade
5492,,Public,MADISON COUNTY HIGH SCHOOL,,MADISON,98.94,Tenth Grade
5493,,Public,MADISON COUNTY HIGH SCHOOL,,MADISON,100.0,Ninth Grade
5494,,Public,MADISON COUNTY VIRTUAL ACADEMY,,MADISON,97.3,Ninth Grade
5495,,Public,MADISON COUNTY VIRTUAL ACADEMY,,MADISON,98.0,Eighth Grade
5496,,Public,MADISON COUNTY VIRTUAL ACADEMY,,MADISON,98.46,Eleventh Grade
5497,,Public,MADISON COUNTY VIRTUAL ACADEMY,,MADISON,98.63,Twelfth Grade
5498,,Public,MADISON COUNTY VIRTUAL ACADEMY,,MADISON,98.73,Tenth Grade
5499,,Public,MADISON COUNTY VIRTUAL ACADEMY,,MADISON,100.0,Sixth Grade
5500,,Public,MADISON COUNTY VIRTUAL ACADEMY,,MADISON,100.0,Seventh Grade
5501,,Public,MADISON CROSS ROADS ELEMENTARY SCHOOL,,MADISON,96.77,Kindergarten
5502,,Public,MADISON CROSS ROADS ELEMENTARY SCHOOL,,MADISON,98.31,Fourth Grade
5503,,Public,MADISON CROSS ROADS ELEMENTARY SCHOOL,,MADISON,98.45,First Grade
5504,,Public,MADISON CROSS ROADS ELEMENTARY SCHOOL,,MADISON,98.46,Second Grade
5505,,Public,MADISON CROSS ROADS ELEMENTARY SCHOOL,,MADISON,98.52,Third Grade
5506,,Public,MADISON CROSS ROADS ELEMENTARY SCHOOL,,MADISON,100.0,Fifth Grade
5507,,Public,MADISON ELEMENTARY SCHOOL,,MADISON,93.98,Kindergarten
5508,,Public,MADISON ELEMENTARY SCHOOL,,MADISON,95.06,First Grade
5509,,Public,MADISON ELEMENTARY SCHOOL,,MADISON,95.5,Second Grade
5510,,Public,MADISON ELEMENTARY SCHOOL,,MADISON,96.33,Third Grade
5511,,Public,MADISON ELEMENTARY SCHOOL,,MADISON,98.06,Fourth Grade
5512,,Public,MADISON ELEMENTARY SCHOOL,,MADISON,99.09,Fifth Grade
5513,,Public,MAE JEMISON HIGH SCHOOL,,MADISON,95.51,Twelfth Grade
5514,,Public,MAE JEMISON HIGH SCHOOL,,MADISON,98.59,Tenth Grade
5515,,Public,MAE JEMISON HIGH SCHOOL,,MADISON,99.11,Ninth Grade
5516,,Public,MAE JEMISON HIGH SCHOOL,,MADISON,99.44,Eleventh Grade
5517,,Public,MARTIN LUTHER KING JR ELEMENTARY SCHOOL,,MADISON,92.31,Kindergarten
5518,,Public,MARTIN LUTHER KING JR ELEMENTARY SCHOOL,,MADISON,94.29,Third Grade
5519,,Public,MARTIN LUTHER KING JR ELEMENTARY SCHOOL,,MADISON,95.24,First Grade
5520,,Public,MARTIN LUTHER KING JR ELEMENTARY SCHOOL,,MADISON,95.38,Fourth Grade
5521,,Public,MARTIN LUTHER KING JR ELEMENTARY SCHOOL,,MADISON,96.0,Second Grade
5522,,Public,MARTIN LUTHER KING JR ELEMENTARY SCHOOL,,MADISON,98.53,Fifth Grade
5523,,Public,MCDONNELL ELEMENTARY SCHOOL,,MADISON,94.44,Kindergarten
5524,,Public,MCDONNELL ELEMENTARY SCHOOL,,MADISON,97.06,Fourth Grade
5525,,Public,MCDONNELL ELEMENTARY SCHOOL,,MADISON,97.65,First Grade
5526,,Public,MCDONNELL ELEMENTARY SCHOOL,,MADISON,98.46,Fifth Grade
5527,,Public,MCDONNELL ELEMENTARY SCHOOL,,MADISON,98.67,Second Grade
5528,,Public,MCDONNELL ELEMENTARY SCHOOL,,MADISON,100.0,Third Grade
5529,,Public,MERIDIANVILLE MIDDLE SCHOOL,,MADISON,97.4,Sixth Grade
5530,,Public,MERIDIANVILLE MIDDLE SCHOOL,,MADISON,99.2,Eighth Grade
5531,,Public,MERIDIANVILLE MIDDLE SCHOOL,,MADISON,99.2,Seventh Grade
5532,,Public,MIDTOWN ELEMENTARY SCHOOL,,MADISON,95.98,First Grade
5533,,Public,MIDTOWN ELEMENTARY SCHOOL,,MADISON,96.41,Kindergarten
5534,,Public,MIDTOWN ELEMENTARY SCHOOL,,MADISON,97.4,Third Grade
5535,,Public,MIDTOWN ELEMENTARY SCHOOL,,MADISON,98.36,Fifth Grade
5536,,Public,MIDTOWN ELEMENTARY SCHOOL,,MADISON,99.06,Second Grade
5537,,Public,MIDTOWN ELEMENTARY SCHOOL,,MADISON,99.45,Fourth Grade
5538,,Public,MILL CREEK ELEMENTARY SCHOOL,,MADISON,95.09,Second Grade
5539,,Public,MILL CREEK ELEMENTARY SCHOOL,,MADISON,95.14,Third Grade
5540,,Public,MILL CREEK ELEMENTARY SCHOOL,,MADISON,96.27,Kindergarten
5541,,Public,MILL CREEK ELEMENTARY SCHOOL,,MADISON,96.58,Fourth Grade
5542,,Public,MILL CREEK ELEMENTARY SCHOOL,,MADISON,96.89,First Grade
5543,,Public,MILL CREEK ELEMENTARY SCHOOL,,MADISON,98.05,Fifth Grade
5544,,Public,MONROVIA ELEMENTARY SCHOOL,,MADISON,94.05,Kindergarten
5545,,Public,MONROVIA ELEMENTARY SCHOOL,,MADISON,94.5,Third Grade
5546,,Public,MONROVIA ELEMENTARY SCHOOL,,MADISON,94.78,Fifth Grade
5547,,Public,MONROVIA ELEMENTARY SCHOOL,,MADISON,96.12,First Grade
5548,,Public,MONROVIA ELEMENTARY SCHOOL,,MADISON,96.8,Fourth Grade
5549,,Public,MONROVIA ELEMENTARY SCHOOL,,MADISON,97.06,Second Grade
5550,,Public,MONROVIA MIDDLE SCHOOL,,MADISON,96.69,Seventh Grade
5551,,Public,MONROVIA MIDDLE SCHOOL,,MADISON,97.24,Eighth Grade
5552,,Public,MONROVIA MIDDLE SCHOOL,,MADISON,98.33,Sixth Grade
5553,,Public,MONTE SANO ELEMENTARY SCHOOL,,MADISON,90.91,Kindergarten
5554,,Public,MONTE SANO ELEMENTARY SCHOOL,,MADISON,94.59,First Grade
5555,,Public,MONTE SANO ELEMENTARY SCHOOL,,MADISON,96.55,Fifth Grade
5556,,Public,MONTE SANO ELEMENTARY SCHOOL,,MADISON,97.3,Fourth Grade
5557,,Public,MONTE SANO ELEMENTARY SCHOOL,,MADISON,97.44,Third Grade
5558,,Public,MONTE SANO ELEMENTARY SCHOOL,,MADISON,97.67,Second Grade
5559,,Public,MONTE SANO ELEMENTARY SCHOOL,,MADISON,100.0,Sixth Grade
5560,,Private,MONTESSORI SCHOOL OF HUNTSVILLE,,MADISON,60.0,Sixth Grade
5561,,Private,MONTESSORI SCHOOL OF HUNTSVILLE,,MADISON,75.0,Seventh Grade
5562,,Private,MONTESSORI SCHOOL OF HUNTSVILLE,,MADISON,85.71,Fifth Grade
5563,,Private,MONTESSORI SCHOOL OF HUNTSVILLE,,MADISON,87.5,Kindergarten
5564,,Private,MONTESSORI SCHOOL OF HUNTSVILLE,,MADISON,88.89,Second Grade
5565,,Private,MONTESSORI SCHOOL OF HUNTSVILLE,,MADISON,88.89,Fourth Grade
5566,,Private,MONTESSORI SCHOOL OF HUNTSVILLE,,MADISON,100.0,First Grade
5567,,Private,MONTESSORI SCHOOL OF HUNTSVILLE,,MADISON,100.0,Third Grade
5568,,Public,MONTVIEW ELEMENTARY SCHOOL,,MADISON,87.5,First Grade
5569,,Public,MONTVIEW ELEMENTARY SCHOOL,,MADISON,94.29,Kindergarten
5570,,Public,MONTVIEW ELEMENTARY SCHOOL,,MADISON,100.0,Second Grade
5571,,Public,MONTVIEW ELEMENTARY SCHOOL,,MADISON,100.0,Third Grade
5572,,Public,MONTVIEW ELEMENTARY SCHOOL,,MADISON,100.0,Fourth Grade
5573,,Public,MONTVIEW ELEMENTARY SCHOOL,,MADISON,100.0,Fifth Grade
5574,,Public,MOORES MILL INTERMEDIATE SCHOOL,,MADISON,95.76,Third Grade
5575,,Public,MOORES MILL INTERMEDIATE SCHOOL,,MADISON,97.85,Fifth Grade
5576,,Public,MOORES MILL INTERMEDIATE SCHOOL,,MADISON,99.58,Fourth Grade
5577,,Public,MOUNTAIN GAP ELEMENTARY SCHOOL,,MADISON,96.23,Kindergarten
5578,,Public,MOUNTAIN GAP ELEMENTARY SCHOOL,,MADISON,96.23,Third Grade
5579,,Public,MOUNTAIN GAP ELEMENTARY SCHOOL,,MADISON,96.55,First Grade
5580,,Public,MOUNTAIN GAP ELEMENTARY SCHOOL,,MADISON,97.67,Second Grade
5581,,Public,MOUNTAIN GAP ELEMENTARY SCHOOL,,MADISON,97.96,Fourth Grade
5582,,Public,MOUNTAIN GAP ELEMENTARY SCHOOL,,MADISON,97.96,Fifth Grade
5583,,Public,MOUNTAIN GAP MIDDLE SCHOOL,,MADISON,99.09,Sixth Grade
5584,,Public,MOUNTAIN GAP MIDDLE SCHOOL,,MADISON,99.12,Seventh Grade
5585,,Public,MOUNTAIN GAP MIDDLE SCHOOL,,MADISON,99.18,Eighth Grade
5586,,Public,MT CARMEL ELEMENTARY SCHOOL,,MADISON,95.6,Kindergarten
5587,,Public,MT CARMEL ELEMENTARY SCHOOL,,MADISON,97.62,First Grade
5588,,Public,MT CARMEL ELEMENTARY SCHOOL,,MADISON,97.71,Third Grade
5589,,Public,MT CARMEL ELEMENTARY SCHOOL,,MADISON,97.93,Second Grade
5590,,Public,NEW CENTURY TECHNOLOGY HIGH SCHOOL,,MADISON,95.0,Tenth Grade
5591,,Public,NEW CENTURY TECHNOLOGY HIGH SCHOOL,,MADISON,97.94,Ninth Grade
5592,,Public,NEW CENTURY TECHNOLOGY HIGH SCHOOL,,MADISON,99.0,Twelfth Grade
5593,,Public,NEW CENTURY TECHNOLOGY HIGH SCHOOL,,MADISON,100.0,Eleventh Grade
5594,,Public,NEW HOPE ELEMENTARY SCHOOL,,MADISON,93.1,Kindergarten
5595,,Public,NEW HOPE ELEMENTARY SCHOOL,,MADISON,96.15,Fourth Grade
5596,,Public,NEW HOPE ELEMENTARY SCHOOL,,MADISON,96.67,Third Grade
5597,,Public,NEW HOPE ELEMENTARY SCHOOL,,MADISON,98.18,Second Grade
5598,,Public,NEW HOPE ELEMENTARY SCHOOL,,MADISON,98.26,Fifth Grade
5599,,Public,NEW HOPE ELEMENTARY SCHOOL,,MADISON,99.1,Sixth Grade
5600,,Public,NEW HOPE ELEMENTARY SCHOOL,,MADISON,100.0,First Grade
5601,,Public,NEW HOPE ELEMENTARY SCHOOL,,MADISON,100.0,Seventh Grade
5602,,Public,NEW HOPE ELEMENTARY SCHOOL,,MADISON,100.0,Eighth Grade
5603,,Public,NEW HOPE HIGH SCHOOL,,MADISON,94.62,Tenth Grade
5604,,Public,NEW HOPE HIGH SCHOOL,,MADISON,96.84,Eighth Grade
5605,,Public,NEW HOPE HIGH SCHOOL,,MADISON,97.44,Seventh Grade
5606,,Public,NEW HOPE HIGH SCHOOL,,MADISON,98.0,Twelfth Grade
5607,,Public,NEW HOPE HIGH SCHOOL,,MADISON,98.86,Eleventh Grade
5608,,Public,NEW HOPE HIGH SCHOOL,,MADISON,99.02,Ninth Grade
5609,,Public,NEW MARKET SCHOOL,,MADISON,92.73,Kindergarten
5610,,Public,NEW MARKET SCHOOL,,MADISON,96.0,Third Grade
5611,,Public,NEW MARKET SCHOOL,,MADISON,96.15,Fifth Grade
5612,,Public,NEW MARKET SCHOOL,,MADISON,96.67,Second Grade
5613,,Public,NEW MARKET SCHOOL,,MADISON,97.96,First Grade
5614,,Public,NEW MARKET SCHOOL,,MADISON,98.11,Sixth Grade
5615,,Public,NEW MARKET SCHOOL,,MADISON,98.28,Fourth Grade
5616,,Public,OWENS CROSS ROADS SCHOOL,,MADISON,94.03,Kindergarten
5617,,Public,OWENS CROSS ROADS SCHOOL,,MADISON,94.92,Third Grade
5618,,Public,OWENS CROSS ROADS SCHOOL,,MADISON,95.83,Second Grade
5619,,Public,OWENS CROSS ROADS SCHOOL,,MADISON,98.33,First Grade
5620,,Public,OWENS CROSS ROADS SCHOOL,,MADISON,100.0,Fourth Grade
5621,,Public,OWENS CROSS ROADS SCHOOL,,MADISON,100.0,Fifth Grade
5622,,Private,PATHWAY OF MADISON COUNTY,,MADISON,75.0,Seventh Grade
5623,,Private,PATHWAY OF MADISON COUNTY,,MADISON,100.0,Fifth Grade
5624,,Private,PATHWAY OF MADISON COUNTY,,MADISON,100.0,Sixth Grade
5625,,Private,PATHWAY OF MADISON COUNTY,,MADISON,100.0,Eighth Grade
5626,,Private,PATHWAY OF MADISON COUNTY,,MADISON,100.0,Ninth Grade
5627,,Private,PATHWAY OF MADISON COUNTY,,MADISON,100.0,Tenth Grade
5628,,Private,PATHWAY OF MADISON COUNTY,,MADISON,100.0,Eleventh Grade
5629,,Private,PINEVIEW CHRISTIAN CDC AND SCHOOL,,MADISON,66.67,Fourth Grade
5630,,Private,PINEVIEW CHRISTIAN CDC AND SCHOOL,,MADISON,75.0,Kindergarten
5631,,Private,PINEVIEW CHRISTIAN CDC AND SCHOOL,,MADISON,75.0,Tenth Grade
5632,,Private,PINEVIEW CHRISTIAN CDC AND SCHOOL,,MADISON,85.71,Third Grade
5633,,Private,PINEVIEW CHRISTIAN CDC AND SCHOOL,,MADISON,93.33,First Grade
5634,,Private,PINEVIEW CHRISTIAN CDC AND SCHOOL,,MADISON,100.0,Second Grade
5635,,Private,PINEVIEW CHRISTIAN CDC AND SCHOOL,,MADISON,100.0,Fifth Grade
5636,,Private,PINEVIEW CHRISTIAN CDC AND SCHOOL,,MADISON,100.0,Sixth Grade
5637,,Private,PINEVIEW CHRISTIAN CDC AND SCHOOL,,MADISON,100.0,Seventh Grade
5638,,Private,PINEVIEW CHRISTIAN CDC AND SCHOOL,,MADISON,100.0,Eighth Grade
5639,,Private,PINEVIEW CHRISTIAN CDC AND SCHOOL,,MADISON,100.0,Ninth Grade
